Review #,Review,product,delivery,price,service,explanation,,,
259,ok good quality nmn kaso maliit ang size khit plus1 na,1,0,0,0,The size is too small,,,
260,product ok but the color i order is pink and blue why is it all pinknot goodsana kung ano ang order yon ang ipadala,0,1,0,1,The color is incorrect,,,
261,maganda din malambot at hindi gaano mabigat over all maganda sya kaya lang parang maliit ang sizing size 7 kasi ako pero maliit sakin ung size 37 nila order na lang ako ulit,1,0,0,0,Good and the sizing is a bit small,,,
262,ok nmn sana kaso may yupi ing isa thanks p din po godbless,1,0,0,0,Item has dents,,,
263,not bad basag ang bass niya pero working naman three stars lang kasi poor packing akala ko nong una hindi siya kumukuha hays nakakadismaya tsaka parang anytime sasabog siya e nakakatakot gamitin,1,0,0,0,Item has broken bass,,,
264,loss na ang garter na binigay dito di pantay tuloy tas nahuhulog yung isang part gawa ng lumuwag na ang garter so disappointed dito pati sa prix na bra,1,0,1,0,Loose garter and high price of the bra,,,
265,dzai ang liit ng sizes nyo dapat nag add 2 ako sa size mygod,1,0,0,0,The sizes is too small,,,
266,salamat s magandang pag pack ng items sellerkaso ung item d tama ung color ng midyas n order qpeo ok lng nman maganda xa salamat,1,0,0,0,The color is incorrect,,,
267,nakakasad lang kse d pala sya pwede install sa malaking shower inwas expecting na pwede sya ikabit sa malaking shower pero sabe ng gumagawa d daw sya design for big showers so talagang sa maliit lang na shower pwede kung ano ung nakakabit sa knya un lang pwede,1,0,0,0,Not suitable for big shower,,,
268,610 apat yan yung black di maganda ang tunogyung blue medyo sira ang lalagyan nya yung white at pink keri lang pwede na din pero di ko alam kung hanggang kelan tatagal nito,1,0,0,0,Not good quality,,,
269,date ordered 12 12 date shipped out 12 17 date delivered 12 20 low quality siguro dahil mura lang akala ko mas maganda kesa sa una kong nabilan 5 days bago na shipped out,1,1,1,0,Low quality and it took 5 days to shipped out,,,
270,maganda yung item sakto lang sa tainga ko kaso na disappoint ako dahil yung right side ng charger is hindi gumagana,1,0,0,0,The product is okay except charger not working,,,
271,parang luma my dot n kulay cream ung isng bra at wlang tag,1,0,0,0,Looks old,,,
272,mali naman yung color ng baby clip tapos may selection pa sila ng color eh mali din nman ipapadala dpat lagay nyo nlang randomly given thanks for the complete items kahit may mali,0,1,0,0,The color is incorrect,,,
273,ok thank you sa walang damaged na item nag expect ako ng freebies sa 3 times order ko wahahaha,0,0,0,0,No aspect detected.,,,
274,okay lang naman  kaso lang iba yong kukay sa picture at sa personal may kunting butas din sya sa gilid,1,0,0,0,different color,,,
275,ok sana sya pero sana naman before i pack pakicheck ng maayos yung item thankyou,0,0,0,1,Request for more care when packing items,,,
276,sira sya naka siwang sya sa may gilid diko alam whose fault is that pero okay naman sya magagamit panaman kaya diko na chonat kay seller,1,0,0,0,The item has fault at the sides,,,
277,nagfafunction po siya ng maayos kaso may basag sa ring light,1,0,0,0,Working okay but broken,,,
278,good ang liit nang size ang size ng kalatid ko is 37 so inorder namin ay 38 baka maliit pero ket 38 na nga maliit parin pero sakto na sakto sa kanya,1,0,0,0,Sizes is not correct,,,
279,hello seller bkit nmn po white pinadala nyo ang order ko po black 40 hnd po white kaya nga po meron pagpipilian n kulay db pokaya black ang inorder dhil need ko po workhayyyy nao b yansalamat ky kuya rider,0,1,0,0,The color is incorrect,,,
280,i was disappointed kasi pinadala sakin na color white is damaged tho working properly naman siya still i paid the orig price and shouldve received undamaged product and also not recommended yung color green di maganda yung color niya pink and white na lng if oorder kayo,1,0,0,0,Item damaged and incorrect item,,,
281,bago ako nagorder minessage ko muna ang seller n bago iship siguraduhin walang damage perfect n sna lahat maganda ang tela presko kaso my isang sablay my butas ung color maroon,1,0,0,1,Item has damage,,,
282,fair enough expected ko ung sa clips ay nakaclip sya sa cardboard like nung nasa picture pero hindi nakaplastic lang sya so chances na masira ay malaki,1,0,0,0,Not in a cardboard clip,,,
283,thank you seller maganda naman ang product peeo im not that satisfied lg sa quality pero pwede naman sya pang gala if youre wearing a good top or maganda shoes mo thank you shopee,1,0,0,0,Product Quality,,,
284,ang ganda na sana kaso disappointed ako sa item na nakuha ko may parang crack siya and parang natatanggal yung footbed mas masaya pa sana ako kung nakuha ko ng freeship para kahit papano worth it sa binayad hehe pero okay na din,1,0,0,0,Item has cracked,,,
285,nice okay naman kasu mali naman bibigay nila sakin iba yun sa pic pwde na rin kasi nga mura thank you parin seller sa uulitin sana kung anu order yun dapat padala nyo okay,0,1,0,0,The product does not look same in the picture,,,
286,sept 7 okay naman yung item working naman pero not sure kung effective ba talaga lol may dents yung boxyung filter naka tagalid at may punit pag open ko tas may mga small circles sa black part,1,0,0,0,Has dents and the filter is torn,,,
287,thin material used to hold the laces are too thin so you cant pull on them too hard i had to sow it back in place also the soles tend to come out from under your feet so kailangan mo pa siya ibalik sa loob ulit minsan good enough i,1,0,0,0,The item's quality is too low,,,
288,madaling malowbat overall okey naman,1,0,0,0,low battery,,,
289,disappointed okay namn ung packaging just the color and exact appearance is kind of disappointing,1,0,0,0,disappointed with the color,,,
290,box walang bubble wrap at yupi nung dumating as seen on the pic yung cable hindi gumagana i had to use a different cable to charge gumana naman after next time sana isecure ni seller ung mga items para walang damage,1,1,0,0,the box does not have bubble wrap and the cable does not work,,,
291,mahina pagbukas ko pa lng ng parcel at pag try napigilan agad ung tsinelas na may baka,1,0,0,0,The item is too weak,,,
292,ganda po seller nice slightly better and actually natry ko na po and so suitable for us po love you too po muah,0,0,0,0,No aspect detected.,,,
293,hindi namin alam ikabit dahil wala naman saksakan na kasama pala i mean incomplete,1,0,0,0,Item is incomplete,,,
294,fair received right color and it arrived early as expected maganda na sana kaso madaling malobat wala pang 30 minutes lobat na kahit level 1 lang ang gamit anyway thank you pa din kay seller,1,1,0,0,Delivered earlier but battery is easily consumed,,,
295,using it for a few days now very sensitive mahirap gamitin the mere touch on any part affects the transmission of sound off on for the most part nagagamit ko naman wag lang laging adjust or hawakan,1,0,0,0,Too sensitive,,,
296,stretchable 1010 well di naman siya nakaka flat ng tummy pero nakaka redistribute naman siya ng fat and holding the fat in place so medyo okay na goods naman yung fit tight since shapewear nga siya,1,0,0,0,Fit is good,,,
297,parang amoy alcohol po,1,0,0,0,Smell like alcohol,,,
298,sa susunod always check yung item na ipapadala bago i shipped nakakadissapoint makatanggap na may konting sira ang item,0,0,0,1,Request for more care for packing,,,
299,good ok cya maganda gamitin at sulit ung pag order ko mura na maganda pa   tiyaka ang ang bilis ng delivery  salamat shopee at kay manong rider thanks po,1,1,1,0,good quality,cheap,and fast delivery,
300,no branding sa sample may logo nag adidas actual wala,1,0,0,0,Has no logo in actual,,,
301,awshi disappointed ako hindi maganda yung quality ang lambot at halatang mabilis magluwag hindi ito yung inexpect kong product akala ko kasi magandaa syaa push up bra hindi pala hays sayang binili ko worth 500 pa naman nakakapanghinayangg qng lambot di na reach ang expectation ko,1,0,1,0,"Product: not maganda yung quality, malambot, mabilis magluwag. Price: sayang binili ko worth 500. ""ang lambot at halatang mabilis magluwag, worth 500"" are related to product and price respectively.",,,
302,maqanda cya maququstuhan cya nq ate ko and i jst want to thank you to delivery boy cuz hes ao humble thank you po,0,0,0,1,"Service: thank you to delivery boy cuz hes ao humble. ""thank you to delivery boy"" shows gratitude for the delivery person's actions.",,,
303,the video is for coin purposes onlyy but the product is okaaayy for its priceee medyo yupi nga lang sya ayos naman pagkaka pack like mahigipit ganun pero yupi yung sa lower part nyaa para sa coins ang review,1,0,1,0,"Product: okaaayy, yupi, ayos naman pagkaka pack. Price: for its priceee. ""okaaayy"" and ""yupi"" are product's quality and performance. ""for its price"" is a direct comment on the product's cost.",,,
304,ang bango po niya i love the scent nagustohan ko naman po kaso nga lang parang di nag iistay yung kulay niya pag pinunasan mo na,1,0,0,0,"Product: ang bango po niya i love the scent, nagustohan ko naman po, parang di nag iistay yung kulay niya. ""ang bango po niya i love the scent, nagustohan ko"" are features of the product. ""parang di nag iistay yung kulay niya"" is a comment on performance of the product.",,,
305,45 may basag lang yung isang shades mas better siguro na ilagay muna sa box bago i bubble wrap kase fragile syabuti isa lang ang basag pero sayang pa dn kase,1,0,0,0,"Product: may basag lang yung isang shades, fragile, isa lang ang basag. ""may basag lang yung isang shades"" is a comment on the product's condition.",,,
306,ang bilis nia dumating and ok nmn quality kaso parang may mali kc sa description is 10 ung dumating is around 6 lang ung dati ko ung 10 ung nasira medyo disappointed lang ako kasi maliit,1,1,0,0,"Product: ok nmn quality, parang may mali kc sa description is 10 ung dumating is around 6 lang. Delivery: ang bilis nia dumating. ""ok nmn quality, parang may mali kc sa description"" and ""ang bilis nia dumating"" focuses on the product's features and delivery process.",,,
307,pero good quality,1,0,0,0,"Product: good quality. ""good quality"" is feedback about product quality.",,,
308,ang tagal bago maideliver and na delay pa yung pag deliver pero mabait naman at ininform ako ni kuya driver manipis lang siya and kulang siya sa paglalagyan ko so bala bibili ulut ako thank you seller,1,1,0,1,"Product: manipis lang siya and kulang siya sa paglalagyan ko. Delivery: ang tagal bago maideliver and na delay pa yung pag deliver. Service: mabait naman at ininform ako ni kuya driver thank you seller. ""manipis lang siya"" is a comment on the product's features. ""ang tagal bago maideliver and na delay"" is about the delivery speed. ""mabait naman at ininform ako ni kuya driver thank you seller"" is a feedback about interaction with the seller and driver.",,,
309,panget ng black manipis maliit pa yung gray lang nagustuhan ko kala ko pa namn makapal,1,0,0,0,"Product: panget ng black manipis maliit pa yung gray lang nagustuhan ko kala ko pa namn makapal. ""panget ng black manipis maliit pa"" describes features of the product.",,,
310,good working ang productkaso may mga gasgasprang nagamit na2 houres lang ang tagal niya,1,0,0,0,"Product: good working ang productkaso may mga gasgasprang nagamit na2 houres lang ang tagal niya. ""good working ang productkaso may mga gasgasprang nagamit na"" is about the product's quality and appearance.",,,
311,biggest size na pero parang size 38 lang add 2 sizes kayo dito,1,0,0,0,"Product: biggest size na pero parang size 38 lang add 2 sizes kayo dito. ""biggest size na pero parang size 38 lang add 2 sizes kayo dito"" is about features of the product.",,,
312,okay manipus yun pants yun parang masisira agad yun shirt na binili ko yun napili ko plain colored yun binigay haynako ewan ko kung nagbabasa or sadya lang talaga manipis mga product nila ayaw ko ng quality ng jagging pants nila pero pwede na rin sa price niya,1,0,1,0,"Product: manipus yun pants yun parang masisira agad yun shirt na binili ko yun napili ko plain colored yun binigay haynako ewan ko kung nagbabasa or sadya lang talaga manipis mga product nila ayaw ko ng quality ng jagging pants nila. Price: pwede na rin sa price niya. ""manips yun pants yun parang masisira agad, manipis mga product nila, ayaw ko ng quality"" are features of the product. ""pwede na rin sa price niya"" comments on the cost of the product.",,,
313,3 stars kasi yung isa may damage pero yng isa ok naman walang crack working din naman sya nag cha charge sya parehas sad lang dahil ung isa medyo may umangat na part yun lng salamat pdn,1,0,0,0,"Product: may damage, ok naman walang crack working din naman sya nag cha charge sya parehas, medyo may umangat na part yun lng. ""may damage, ok naman, walang crack, working din naman sya nag cha charge sya parehas, medyo may umangat na part"" are feedback about product quality and functionality.",,,
314,i ordered 1 black 1 white and 1 caramel pero 1 black and 2 caramels ang dumating maliit pa size,1,0,0,0,"Product: maliit pa size. ""maliit pa size"" comments on size.",,,
315,oki naman di super lamig yung number 3 parang number 1 given na din kasi mura lang siya although ok na siya to get by sa mga happenings sa paligid 3 na lang para fair hehe walang sira complete items medjo amoy battery  or saksakan kapag aandar,1,0,1,0,"Product: di super lamig yung number 3 parang number 1, walang sira complete items medjo amoy battery or saksakan kapag aandar. Price: mura lang siya. ""di super lamig, walang sira complete items, amoy battery"" are feedback on product quality. ""mura lang siya"" discusses product cost.",,,
316,right color kaso big size pala sya unlike sa biniling size 25 sa iba na sakto sa baby ko,1,0,0,0,"Product: big size pala sya unlike sa biniling size 25 sa iba na sakto sa baby ko. ""big size"" concerns the size of the product.",,,
317,black order ko ang dumating pink pero ok lng madanda nman,1,0,0,0,"Product: ang dumating pink pero ok lng madanda nman. ""madanda nman"" is a comment on the quality and appearance of the product.",,,
318,na deliver agad ang item wlang damage at maganda kaya lang minsan ang hirap pindutin pero pwde na salamat sa seller,1,1,0,1,"Product: wlang damage at maganda kaya lang minsan ang hirap pindutin pero pwde na. Delivery: na deliver agad ang item. Service: salamat sa seller. ""wlang damage at maganda"" is feedback on the product's quality and appearance. ""hirap pindutin"" concerns product functionality. ""na deliver agad ang item"" shows delivery speed. ""salamat sa seller"" shows gratitude to the seller.",,,
319,mabilis dumating at gumagana naman kala ko same lang din s nabili ko dati pro mas low quality eto sobra gaan na prang exchaust fan lang na nilgyan ng filter kaya diko sure kung makakatulong nga kusa din nag turn off kahit diko nman senet ung timerbka default nya un,1,1,0,0,"Product: gumagana naman pro mas low quality eto sobra gaan na prang exchaust fan lang na nilgyan ng filter kaya diko sure kung makakatulong nga kusa din nag turn off kahit diko nman senet ung timerbka default nya un. Delivery: mabilis dumating. ""gumagana naman, low quality, sobra gaan, kusa din nag turn off"" are feedback on product performance and quality. ""mabilis dumating"" is a comment on the delivery.",,,
320,may yupi 2 boxes kita nman sa pics and video cge keri lng pero kulang ng 1 pc usb sana gumagana lahat pang gift ko pa nman next time check nyo ng maigi seller nang dina maulit sa iba,1,0,0,1,"Product: may yupi 2 boxes kulang ng 1 pc usb sana gumagana lahat pang gift ko pa nman. Service: check nyo ng maigi seller nang dina maulit sa iba. ""may yupi, kulang ng 1 pc usb, sana gumagana lahat"" are feedback on product condition and completeness. ""check nyo ng maigi seller"" is a service suggestion.",,,
321,medyo matibay ayos naman kaso maliit talaga dapat 2x or more pa na increase sa sukat sa original na foot size mo sayang naman pero ok na rin naman papamigay nalang,1,0,0,0,"Product: medyo matibay ayos naman kaso maliit talaga dapat 2x or more pa na increase sa sukat sa original na foot size mo. ""medyo matibay ayos naman, maliit talaga"" concerns product quality and size.",,,
322,no data expiry the seal has been tampered with already but the scratch card which has the pin and puk are still intact halatang luma na yung simcard on how the package looks like,1,0,0,0,"Product: the seal has been tampered with already halatang luma na yung simcard on how the package looks like. ""seal has been tampered, halatang luma"" are feedback on product condition.",,,
323,soft maganda siya para sa kanyang presyo i think im the one whos wrong coz i didnt read the description which says imitation leather,1,0,1,0,"Product: soft maganda siya. Price: para sa kanyang presyo. ""soft maganda"" is feedback on product quality. ""para sa kanyang presyo"" discusses the price of the product.",,,
324,sabe 6pcs peo 5 lang dumating di pa nagrereply si seller 2nd time ko na bumili nadissapoint ako kasi ung una ok naman,1,0,0,1,"Product: 5 lang dumating. Service: di pa nagrereply si seller nadissapoint ako kasi ung una ok naman. ""5 lang dumating"" means product completeness. ""di pa nagrereply si seller nadissapoint"" is feedback about responsiveness of the seller.",,,
325,ok i ordered pinklight blue but the seller sent me oranglight blue so disappointed,0,1,0,0,Wrong color delivered. Incorrect delivery.,,,
326,item is good but too long for the item to receivealmost a month before i receivedi cancel q na sna dhil d umaabot sa target date and date kng dmsan ggmitin ang item but the seller told me na irreport ako ky shoppe so idecided na hntyin nlng kht d,0,1,0,0,"Too long to receive, almost a month. Expressing time delay in shipment.",,,
327,not so good un order ko is puro mediumpero un isa largebefore nyo i send besure naman tama un nilagay sa orderun tela niya parang mabilis lng masira,1,0,0,0,un tela niya parang mabilis lng masira is a product aspect. Product is poorly made.,,,
328,this was supposed to be a 30ft and 45cm thats why i ordered 3 rolls we already measured yung pagkakabitan and we expect na sosobra pa nga but yung dumating is just a 20ft per roll  40cmang laki ng kulang salip na sobra sana naging bitinganda na sana ng,1,0,0,0,"Sizes were innacurate, relates to product aspect.Sizes misrepresented. ",,,
329,hindi even ang spread ng coat nya pero di basta basta nabubura i guess so and so lang ako with this one came in a bubble pouch medyo matagal ang shipping but i guess okay lang since galing pa ng china,1,1,0,0,"Coating not spread evenly relates to product appearance, slow shipping. Both product and Delivery.",,,
330,ok lang thanks seller well packed naman order ko kaso im not satisfied with the results i try it but ang tagal mag straight ng hair di ko na feel,1,0,0,1,"Long process time so dissatisfied, response to customer satisfaction.",,,
331,i ordered 2 pink and 2 white fans but all pink ang dumating,0,1,0,0,Wrong colour delivered for a delivery issue.,,,
332,3 star lang yung dati 5 star hindi kasi tugma yung takip sana maayos naman ang pinadala,1,0,0,0,Product is lacking an aspect not of quality.,,,
333,maganda naman pero kulang yung order ko nagask si seller if pwedeng sa gcash nalang irefund yung kulang pero wala akong gcash sana nagbigay nalang ng other options ng item na kapalit nung kulang bago ipadala yung item,0,0,0,1,"Missing parts and seller asked to refund via gcash which they didnt like, customer feedback on the seller.",,,
334,i have requested not to put the tape direct on wallpaper instead wrap first with paper then put tape on it mahirap  nasisira yung wallpaper s pag alis ng scotch tapejust disappointedthanks anyway,0,0,0,1,Taping causing damage to customer wallpaper. Service aspect.,,,
335,maganda bugos kay seller kasi sulit ang ballpen kasi isipin mo 10pcs n 20plus lng taposmy prof of picture pa bago ipadel db san kapa makikita mo kng tama b un iteam na ibbgy nla o nd at sana kapa sure ka safe un order mo dahil naka double packaging,0,0,1,1,"Sulit ballpen and they provided a picture, relates to seller good service.",,,
336,gumagana nmn ung fan at cute walamg manners ung seller dito  d mrunong mkpg usap sa buyer kulang items pinadala,1,0,0,1,"Seller does not have manners, service related. product is cute. also missing item.",,,
337,hindi po stretchable yung tela ng tatlo kaya hindi kasya pero yung other 3 okays naman,1,0,0,0,"fabric of cloth is not stretchable, product fabric problem.",,,
338,though product is good sobrang nipis parang foam lang sya ng bra,1,0,0,0,"Too thin, bra pad material, product.",,,
339,mali ang kulay na binigay green order ko tapos binigay light blue,0,1,0,0,"wrong color, delivery problems.",,,
340,ayos naman siya hindi lang accurate yung color description kasi sabi pink tent pero yung dumating na color parang faded red na pero pag inunfold mo naman spacious naman siya,1,0,0,0,Faded color and accurate spaciousness. Good spacious for the product.,,,
341,its working at first and im so amazed by the dust na nakuha nya sa bed namin but after using it 2x plang ganyan na sya its not working properly and iba na yunb sounds i messaged their customer service and they replied naman agad and explained na i have,1,0,0,1,Bad customer service for this product. Not working properly now.,,,
342,hindi fit sa kalan namin pero ginwan nlng ng paraan ng asawa ko parang pa square type ksi yung sa amin para yata ito sa round na patungan basta yun n yun matagal din dumating,0,1,0,0,Bad fitting for the stove. Long duration arrival.,,,
343,oks naman medyo manipis and kawing lang but overall ok naman,1,0,0,0,"overall is ok though a lil bit Kawing. Material quality, product.",,,
344,buti na lang nasa 50pesos lang price kaya di masyado nakakapanghinayang medo maliit ang size nila kaya need to adjust ng isa sakto lang naman sa paa yung panlalake medyo maliit kahit yung pinakamalaki,1,0,1,0,Good to make cheap and size is not good. product dimensions vs price.,,,
345,not much ok naman kaso di ako satisfied sa hangin nahihinaan ako,1,0,0,0,Not satisfied with the product's wind.,,,
346,well packed nman sya kaso di sukat yung mga butas sa stove nmen ginawan ko nlang ng paraan para magamit,1,0,0,0,Stove doesnt fit for the holes. Product isnt built well.,,,
347,open n box bat ganun gamepad lang for the price,1,0,1,0,"Box open with only a gamepad, the gamepad alone might not be worth the price.",,,
348,ok nka bubble wrapped nman item q wrong color lng ok umiikot nman,1,1,0,0,"Delivery is bad and product received in wrong order, it works though.",,,
349,chargable inorder ko dumating di insertion kainis d kona navidio,1,0,0,0,Not insertion so item is poor. Product related.,,,
350,bruh welp as expected hindi siya maayos ahahahaha lol dont expect too much kasi d worth it,1,0,1,0,Not expecting much as the value doesnt meet expecations.Product related,,,
351,dont know nakaka dessapoint seller kase ung boots hindi niyo po chinecheck bago e deliver hindi po secure ung product maalikabok din po ung boots tupi napo pag dating eh ang mahal ng product tas ganon pag dating hayss ty,1,0,1,1,"Product has shipping, product cost.",,,
352,ang comfy ng feeling pag inapply mo sa pilik mata mo pero di sya longlasting pero okay narin pics and vids are not related,1,0,0,0,"Comfy in the eye lids but not long lasting, product issues.",,,
353,maganda nmn ka dissapoint na may gasgas for the price,1,0,1,0,Dissapointing as there are scratches for the price.,,,
354,good maganda naman items nila kaso mali yung isang design mas cute ung napili kong design which is the dog design ksi dog lover kmi pero bear ung bnigay skin na light pink sana chineck muna mbuti tama naman ung naka indicate sa receipt nila pero mali ung nalagay,1,0,0,0,Wrong design received. Design issue for product.,,,
355,sobrang tagaaaaaal dumating tinalo pa isang order ko overseas mas nauna ba yung galing ibang bansa but thanks parin,0,1,0,0,long delivery.Delivery is slow.,,,
356,parang mag iba na scent nya saka mabilis na mawala ang amoy unlike before,1,0,0,0,"Scent changing, product related.",,,
357,medyo nagasgas ang handle ng mga payong kasi hindi nakabubble wrap at nagkabutas plastic cellophane sana binalot ni seller ng maayos,1,0,0,1,Seller should ensure the item is handled in bubble wrap. Service is expected,,,
358,not tag 32 then factory defect pa talaga,1,0,0,0,Tagged as wrong size.product,,,
359,nice sana pero maingay d maganda ang packaging kaya yupi ang box and may crack ang item,1,0,0,0,"Nice product except its making noise and yupi box, product issue.",,,
360,i bought xl size pero di kumasya kasi hindi xa stretchableni hindi nkaakyat sa bewang gang hips lang kya kung small ka bumili ka ng xl para kumasyaok nman mkpal yung telapero d ko nasuot,1,0,0,0,Did not fit well for the size due to being not strechable.product fit,,,
361,2 packs yung order ko same designs pero ok naman,0,1,0,0,"same design delivered , delivery.",,,
362,unang subok di agad gumanaumilaw kaya inayos ni hubby ung saksakan at hinahawalan pa pra umilaw un pala maluwag lang ung adopterhmmmmdi ko na binalik hussle nadn kac pag erereturn pasana next time ung subukan niu muna pra gumana o maayus ang mapadala na sa isang subok umilaw agad,1,0,0,0,"product did not initially light up on the first try, product.",,,
363,iba po yung dumating royal airforce po yung order ko blue gray po yung dumating ang dami kong chat sa seller ayaw manlang mag reply mag papasend sana ako ng picture para makita ko sana bago nabalot pero ok naren,0,1,0,1,"Did not get response from seller for wrong order, bad service.",,,
364,di namin nabetan yung tela nitong jogger pants small sizes din sya yung xxl parang medium lang still thanks to seller and courier,1,0,0,0,"the clothing didnt fit well, product",,,
365,balck silver inorder iba dumating pero goods naman lahat yung kulay lang,0,1,0,0,wrong delivery color.,,,
366,hays dissapointed nasa harapan pa naman nang tumbler pangit tignan,1,0,0,0,"tumbler dissapointing design, product.",,,
367,hindi ok ung tela ito ung mainit eh look at the picture pero i have no choice ibenta ko n lang d keri suotin maliit din size ny for a xxl prang it can fit hanggang large frame lng,1,0,0,0,"bad cloth not fit, and bad size.",,,
368,good ba good facebook lang ayaw,1,0,0,0,"cannot login facebook, product.",,,
369,okay naman siya so far worth it for the price but then di gumagana yung remote control niya di ko alam bakit i dont know if sa battery ba or talagang mismong yung remote control yung may sira,1,0,1,0,Remote control not functioning good enough. product,,,
370,100 gagoooooo ampt vanilla inorder ko ee dumatimg polo red mygod send2 kapa picture pero iba ang pinadala mo galing mo rin ee no haysss,0,1,0,0,"Wrong delivery, not good.",,,
371,good item sana pang 4th order ko na  pero may mantsa madilaw saka may dumi hindi matanggal sana next time paki check maayos po ang item na maayos at walang mantsa o dumi ksi pang benta din po ito baka sa ssunod di na kmi umorder kung plgi may,1,0,0,1,Product with dirts so expecting from seller.,,,
372,wrong item i ordered black ang light grey tsk ayusin nyo naman po,0,1,0,0,"wrong color, not good.",,,
373,510 ang hina hina nang usokwalang spring ttulad ng iba disappointed ako sorry first time ko to sa shoppe na hindi ko nagustohan,1,0,0,0,Didnt use the product due to not liking,,,
374,sakto lang maliit sobra but thank u,1,0,0,0,"Size is too small,product dimension.",,,
375,fast shipping delivered earlier than expected pero manipis lang pala siya at madaling mapunit tsaka kung mataas ang wall mo dalawang layer or isa lang ang malalagyan dahil kaunti lang naman siya sa isang roll but okay na thank you so much hakajs gaaus sheiw,1,1,0,0,delvered fast but very thin. product related also delivery related,,,
376,goods na din white pa naman sya kaya kitang kita talaga iniscreen shot kona lang ang say ko about sa items,1,0,0,0,"product color is good, product",,,
377,maganda sya although grabe tagal bago ge ship out n seller,1,0,0,0,"product good, too long shipping.",,,
378,like it ok lng naman xa for its price kaya lng na bukaka na yong para sa para tenga maluwang at nahuhulog xa,1,0,1,0,"product worth it for price, issues with ear, product.",,,
379,ok ok lang ung item wlang damage o kulang thank you,1,0,0,0,"product good, product",,,
380,pink dot rabbitpurple rabbit mali yung kulay na dumatingpero maganda talaga sya sana sa sunod tamang kulay na ang ipapadala hyst,0,1,0,0,"Wrong color, shipping issue.",,,
381,great unexpected ung ganda nya pero wlang takip ung lid ng bottletatapon dn ang tubig excited p nman aq gamitin kso wlang takip,1,0,0,0,"Lid is gone, product issues.",,,
382,i ordered it december 3 and dumating january 3 pinacancel ko yong order kase antagal alam kong may bagyo pero dapat nadeliver na to on time mas nauna pang dumating yong huli kong inorder kesa dito kahit wala pang bagyo,0,1,0,0,"Too long shipping, delivery issue.",,,
383,ok naman kaya lang puro gasgas ung mga clip at magkakamuka pa nagchat ako sa seller na kung pwede random des wala hindi marunong magresponse,1,0,0,1,"seller didnt respond about clips, service not good.",,,
384,i gave only 3 stars for a fair rating pang 36months ang pinili kong sizes 6pcs ang dumating kasing laki ng 03months na leggings ng baby ko isa lang ung my tag na 6months the rest tinanggal ang mga tags ewan ko sa inyo bt ang daya nyung mag tinda,1,0,0,0,"legging sizes wrong, product.",,,
385,okay naman di nga lang yung expected ko na output ng lights wala siyang white color as in red blue and green lang siya,1,0,0,0,"Lights lack white color, product.",,,
386,pwede na maganda naman kaso nag nag aagawan sa bluetooth kaparehas nya bluetooth name ng pang iphone hahahahag,1,0,0,0,"Blue tooth clashing with other brands, product.",,,
387,pen is working yung stylus naman ay working pero yung gloves hindi,1,0,0,0,"Gloves are no working, product.",,,
388,i didnt have time to take a picture of if but the ring light and its purpose itself was good but the quality not so much the ring light had a crack on it but it still works naman and the stand is missing parts para doon sa baba and,1,0,0,0,Ring light had crack product.,,,
389,item received but not read my message of the seller and the box is not ok deform at open ang box next time and be sure the handling and packaging is safe so sad buti working ang item,1,0,0,1,"The seller didnt read the message from buyer, product working but box deformed.",,,
390,too small 4040 na nga lang anliit pa,1,0,0,0,"Product is too small, size related.",,,
391,ang liit ng sizing nila parang pang teens ung binili ko last time na 2 size 34 okay naman sakin pero ngayon jusko ni hindi ko masara ang iksi nung mismong band ung cup size tama pero maikli ung mismong band ano to bibilhan ko pa ng pangextension pambihira,1,0,0,0,band not fitting well. product.,,,
392,low quality false description sila akala ko 10 meter talaga pero 6 meter lang at 40 cm wide buti nalang 3 pcs na bili ko,1,0,0,0,Fake description of low quality product.,,,
393,super comfy at magaan kaso yun white black my konting sira pero goods naman super ganda nun all black worth it naman yun price,1,0,1,0,Product great and comfy and worth price but my some contigsira,,,
394,im just gonna use this when im bringing a small bag i guess this is not usable during typhoons or heavy rain it even teared a little when i first opened it looks pretty fragile seems too pricey for its quality,1,0,1,0,"fragile, not useful for storm pricey not worth",,,
395,madali lang matupi dahil manipis hindi ngkasya sa kalan ko dahil ang mga butas ay hindi tumama sa patongan ng kalan mabilis dumating ang order ko thank you courrier,1,1,0,0,"Stove cant match holes and quick delivery,",,,
396,ok nman maganda ok din ang pagka pack ok nman ok din pagka pack kaso pink order ko ibang kulay diniliver pero ok nadin maganda din nman,0,1,0,0,"wrong color and good , delivery",,,
397,boss okay nathank u thank u gid sa uulitin ahsalamat ulit akba pra sa acoins lang mga lodi cakess hahagawa nyo bald x,0,0,0,0,no aspect founds,,,
398,thanks though but didnt expect the size it seems small than i expected parang pang bata anyway shoutout din dun sa courier na hindi marunong magsukli ng tama,0,0,0,1,Product too small and didnt get exact change. poor service,,,
399,5star sana kasi nmn maganda nga nmn ang product yon lng i ask favor to pic the item before ibalot for checking kng complete d nag reply si seller then tama nga kulang ng 3 bonnet n pang baby sayang,0,0,0,1,Sller dint reply and products not complete. service,,,
400,di ko bet bango naman yeern siya masyado lang matapang pero okay na din 4 its price we i cannot get to see wieieieu,0,0,1,0,the price is okay for the product.,,,
401,mahal pra s quality,1,0,1,0,Product quality is low and price is high.,,,
402,i received broken umbrella but we just managed to put mighty bond para maayos,1,0,0,0,The umbrella was broken upon arrival.,,,
