Review #,Review,product,delivery,price,service,explanation,,,,
245,madaya ang sellerhindi tamang color at sizes na binigay,0,1,0,1,"Delivery (hindi tamang color at sizes na binigay), Service (madaya ang seller)",,,,
246,3star kasi yung white na order ko parang nagamit na kasi yung color dirty white na tapos hindi pa naka balot sasusunod paki ayos naman po thanks,1,0,0,0,Product (parang nagamit na kasi yung color dirty white na tapos hindi pa naka balot),,,,
247,not good sorry sorry pero hindi sya mabango ayaw ng dalaga ko yung amoy malayo daw sa nabili ko ariana grande sa tiktok dati alchemy of scents sorry sa shop na ito bka yung iba nla mabango nagkataon lang siguro ito hindi sorry sorry,1,0,0,0,"Product (hindi sya mabango, malayo daw sa nabili ko ariana grande)",,,,
248,stylus pens look ok i have not use it pinabili lng so i cannot tell any when it comes to functionality pero wla nman freebies as stated parang di fair s mga buyer pag ganun,1,0,0,0,"Product (stylus pens look ok, wla nman freebies)",,,,
249,mali yung color na binigay order ko pink at violet dumating pink at yellow,0,1,0,0,Delivery (mali yung color na binigay),,,,
250,610 hindi sya umabot ng 10meterssuper nakaka dismaya d man lang natapos yung 1part kung tutuusin dapat sobra pa sya kung 10meters talaga kaso d umabot,1,0,0,0,Product (hindi sya umabot ng 10meters),,,,
251,mabilis na ship and mura lang the thing is kahit oil based siya or whatever medyo malayo talaga sa amoy ng vs bombshell i can say it kasi bumibili na rin ko ng oil based na bombshell nagtry lang ako online hahhaha,1,1,1,0,"Product (medyo malayo talaga sa amoy ng vs bombshell), Delivery (mabilis na ship), Price (mura lang)",,,,
252,good maliit ang size nyadapat pala mas malaking size ang inorder k gusto k pa naman sana pero ok lang s pamangkin k nlang ibibigayorder ak ng mas malaking size nextime,1,0,0,0,Product (maliit ang size nya),,,,
253,good item received wipl try this for tommorow sakyo may lakad ako will chek if goods naman siya anywaythank you see you next order,1,0,0,1,"Product (good item), Service (thank you see you next order)",,,,
254,ok na sana maganda at complete naman kaso may sira sa tabi may tastas kelangan ko pa gawan ng paraan para hindi lumaki sira,1,0,0,0,Product (may sira sa tabi may tastas),,,,
255,wrong color ang naipadala sana next time magchat muna kung walang items,0,1,0,1,"Delivery (wrong color ang naipadala), Service (sana next time magchat muna kung walang items)",,,,
256,good enough para sa maaraw na panahon okay na din sa presyo,1,0,1,0,"Product (good enough para sa maaraw na panahon), Price (okay na din sa presyo)",,,,
257,incomplete items tapos magaask ka ng refund voucher ibibigay sayo how unfair nagbayad ka ng pera tapos voucher ang refund ng pera mo,0,0,0,1,"Service (incomplete items, tapos voucher ang refund ng pera mo)",,,,
258,maganda siya tuwang tuwa anak ko wow daw ang bait ni seller send ng pic bago e ship out sana magtagal to sa anak kong makulit loading siya pang kids lang talaga sila,1,0,0,1,"Product (maganda siya, sana magtagal), Service (wow daw ang bait ni seller send ng pic bago e ship out)",,,,
259,its okay before i placed order i chat the seller to secure my orders din i shocked ng makita ko na ganito sya nabasa pa tuloy ng ulan no bubble wrap at all to make it safe poor packaging i hate it but the glasses its okay,1,1,0,1,"Product (glasses its okay), Delivery (nabasa pa tuloy ng ulan no bubble wrap at all to make it safe poor packaging), Service (i chat the seller to secure my orders din)",,,,
260,okay naman oil lang napadala imbes na lavender rose dumating,0,1,0,0,Delivery (oil lang napadala imbes na lavender rose dumating),,,,
261,so far pwede na yung reaction ng dumating na order ganun din sakin resulta hahaha try lang kayo ng try mukhang wala namang talo di naman masama makachamba,1,0,0,0,Product (try lang kayo ng try mukhang wala namang talo),,,,
262,wala man lang case or cleaning cloth plastic na plastic lang ang lalagyan tapos sa pouch na walang bubble wrap inilagay prone to damage buti walang mga basag o damage nung dumating,1,1,0,0,"Product (wala man lang case or cleaning cloth, plastic na plastic lang ang lalagyan), Delivery (sa pouch na walang bubble wrap inilagay)",,,,
263,plastic slippers mejo maliit nman etong nike slippers sa asawa ko ung isa di pa lng naisukat at wala sya tingin ko maliit dapat pala add 1 size dito though dual size daw itoh sabi ni seller add 1 size na lng pag order kayo3637 and 4041 yan order ko,1,0,0,0,Product (plastic slippers mejo maliit nman etong nike slippers),,,,
264,low quality not recommend mahina ang hangin pero pwede na pagchagaan not recommended to buy from this seller,1,0,0,1,"Product (low quality not recommend mahina ang hangin), Service (not recommended to buy from this seller)",,,,
265,good for gaming but when you play a online games nahhh its delay,1,0,0,0,Product (good for gaming but its delay),,,,
266,di ko po sya n try sana eh legit n waterproof ok naman sya maganda balot di ko lang sire kung legit na waterproof sobrang tagal ng dumating nakapag bakasyon na ako di pa din dating,1,1,0,0,"Product (ok naman sya maganda balot di ko lang sire kung legit na waterproof), Delivery (sobrang tagal ng dumating)",,,,
267,goods naman yung product kaso di lang well packed ng nag ayos pero working naman,1,1,0,0,"Product (goods naman yung product, working naman), Delivery (di lang well packed)",,,,
268,pads are deformedmura naman so its okay tho,1,0,1,0,"Product (pads are deformed), Price (mura naman so its okay tho)",,,,
269,ok naman yung item and ang bilis dumateng mejo maliit nga lang yung size ng tsinelas parang size 8 lang sya pwede lang sya sa mga payat yung paa  pero thanks padin kai seller,1,1,0,1,"Product (mejo maliit nga lang yung size ng tsinelas), Delivery (ang bilis dumateng), Service (thanks padin kai seller)",,,,
270,sakto lng un price sa quality sira pa na dumating sa akin nuremedyohan nlng para mapakinabangan tsaka black ung dumating na kulay pero ang order ko ay kulay rose gold thanks nlng sa rider mabait siya,1,1,1,1,"Product (sira pa na dumating sa akin, black ung dumating na kulay pero ang order ko ay kulay rose gold), Price (sakto lng un price sa quality), Service (thanks nlng sa rider mabait siya)",,,,
271,irresponsible si seller sa pag papa ship ng mga item  so far ok nmn ako sa baby wipes na to though diko pa sya nabubuksan pero mukang basa nmn ung mga wipes,1,0,0,1,"Product (mukang basa nmn ung mga wipes), Service (irresponsible si seller sa pag papa ship ng mga item)",,,,
272,maganda naman quality kso malait size tapos kulang kulang yung order,1,0,0,0,Product (maganda naman quality kso malait size tapos kulang kulang yung order),,,,
273,maganda po sana ok yung ring light pero po yupi at di maitayo yung tripod diko po alam kung sino nagkulang sinabi ko kay seller naresponse naman kaso lang kung i return pa hassle po sa side ko bilang pwd kaya ginawan nalang po ng paraan para magamit hay,1,0,0,1,"Product (ok yung ring light pero po yupi at di maitayo yung tripod), Service (sinabi ko kay seller naresponse naman)",,,,
274,mali po ang colors dapat 15 blue and 10 red pero bat ganun naging 20 ang red 5 lang ang gblue,0,1,0,0,Delivery (mali po ang colors),,,,
275,it works fine but may sira siya sa isang side niya kaya hindi maisara ng maayos,1,0,0,0,Product (may sira siya sa isang side niya kaya hindi maisara ng maayos),,,,
276,my konti damage sakto lang s price nya mura kc pwede na dn,1,0,1,0,"Product (my konti damage), Price (sakto lang s price nya mura kc pwede na dn)",,,,
277,maganda sya sa presyo nya pero mas usefull sana kung di madaling malowbat kaka charge ko lang after maideliver pero nung ginamit kona  wala pang 10 minslowbat na sya kaya 3 star lang sya sakin,1,0,1,0,"Product (maganda sya, madaling malowbat), Price (sa presyo nya)",,,,
278,nice qualitylooks expensive complete products sa jogger lang ako d satisfied sobrang liit compare sa large na size nito anyways overall maganda na lahat,1,0,0,0,"Product (nice qualitylooks expensive complete products, sa jogger lang ako d satisfied sobrang liit)",,,,
279,okay na sana kaso basag yung ringlight di ko alam kung sa delivery ba o sa pag wrap kasi medyo manipis ang bubble wrap nagagamit pa naman,1,1,0,0,"Product (basag yung ringlight, nagagamit pa naman), Delivery (medyo manipis ang bubble wrap)",,,,
280,ok na sana  kaso yung kulay hindi na sunod sa kulay na gusto ko  sana may pasabi muna c seller para nakapili ng ibang gustong kulay hindi yung mag dedecide kau ng kulay na ipapadala nyo  yun lng pero the rest maganda yung tumbler,0,1,0,1,"Delivery (yung kulay hindi na sunod sa kulay na gusto ko), Service (sana may pasabi muna c seller)",,,,
281,one side lng ng fan ang nagana hayys sayang ang pera,1,0,0,0,Product (one side lng ng fan ang nagana),,,,
282,3 stars kasi tagal ng delivery maganda yung item para sa mga slim manipis lng sya di sya pwede sa malaki hips pero super thankful pa din ako since nakuha ku naman ng mura may panregalo na ako,1,1,1,0,"Product (maganda yung item para sa mga slim manipis lng sya), Delivery (tagal ng delivery), Price (nakuha ku naman ng mura)",,,,
283,okay sana di lang gumagana yung remote parang xmass light,1,0,0,0,Product (gumagana yung remote parang xmass light),,,,
284,im disappointed pero i expected q naman haha dahil mura lng maganda sana pero,1,0,1,0,"Product (maganda sana pero), Price (dahil mura lng)",,,,
285,ok yung quality ng product nila 2l yung order ko pero dumating sakin 1100ml lng akala ko may motivation words yung parehas ng design sa mga nakabili dito pero iba ang dumating sa akin at akala ko may free stickers pero wala dalawang 2l water bottle panaman order ko pero,1,0,0,0,"Product (ok yung quality ng product nila, 2l yung order ko pero dumating sakin 1100ml lng)",,,,
286,hindi pa na install not yet tested if working ill update my reviews once tested,0,0,0,0,,,,,
287,good the slippers was nice and quality wise is pwede na for its cheap price except for the black one na medyo may flaw sa isang strap ng slipper however it is not true to size i am normally size 8 or 245cm and these slippers are too small for,1,0,1,0,"Product (good the slippers was nice and quality wise, medyo may flaw sa isang strap ng slipper, not true to size), Price (pwede na for its cheap price)",,,,
288,hnd nasunod ung color na order q pink dapat eh ang tagal pa nadeliver,0,1,0,0,"Delivery (hnd nasunod ung color na order q, ang tagal pa nadeliver)",,,,
289,worth it naman for its price yupi yupi na yong box tsaka di maayos pagkalagay ng bubble wrap sana di madaling masira,1,1,1,0,"Product (sana di madaling masira), Delivery (yupi yupi na yong box tsaka di maayos pagkalagay ng bubble wrap), Price (worth it naman for its price)",,,,
290,hindi color black yung loob nya,1,0,0,0,Product (hindi color black yung loob nya),,,,
291,not ok im not satisfied because the 1 airpods is not functioning,1,0,0,0,Product (the 1 airpods is not functioning),,,,
292,manipis but serves its purpose naman mukha lang magssnap agad haha dami din scratches parang used na  pero for application lang naman to ng wallpaper kaya oks na den,1,0,0,0,"Product (manipis but serves its purpose naman, dami din scratches parang used na)",,,,
293,gray inorder q pero black ang dumating sana next time kung anu ung kulay n inorder sana ganun din ung dumating tnx,0,1,0,0,Delivery (gray inorder q pero black ang dumating),,,,
294,ok syamagagamit ko talaga kaso nausok kapag matagal na salangan hindi kumpleto sinend ni seller sana i refund nya yung kulangayoko i return refund kase need ko yung mga items just to be fair nalang sana maibalik yung isang wala hindi sila reaponsive lalo if nadeliver na item,1,0,0,1,"Product (ok syamagagamit ko talaga kaso nausok kapag matagal na salangan, hindi kumpleto sinend ni seller), Service (hindi sila reaponsive)",,,,
295,request q kay seller blue and maroon dumating both maroon ngmessage aq sbi ok taz hndi nman dn pla g aq sna po qng wlang ibang kulay just say it kz umaasa po kmi dun s kulay n gusto nmin and nkkadisappoint pg iba umoo c seller then iba nman,0,1,0,1,"Delivery (dumating both maroon), Service (umooc c seller then iba nman)",,,,
296,ok cia mganda tlgaorder aq sa sunod ng ibang color nmnthank you seller,1,0,0,1,"Product (ok cia mganda tlga), Service (thank you seller)",,,,
297,okay okay lang ang item at ang delivery,0,0,0,0,,,,,
298,goods naman parehas ng order ko kaso super late ng dumating yung pagbibigyan ko nakaalis na gustong gusto pa naman nya to,0,1,0,0,Delivery (super late ng dumating),,,,
299,pwede na manipis nga lang tela ng yoga shorts and yung brallete naman pangit yung pads pero pwede naman tanggalin thank you and happy new year,1,0,0,0,"Product (pwede na manipis nga lang tela ng yoga shorts, yung brallete naman pangit yung pads pero pwede naman tanggalin)",,,,
300,good for its price i ordered black and purple ang dumating black and red hindi man lang nagnotify si seller wala man lang pakialam sa umorder hope youll treat your customers better next time in that way youll also get a better rating,1,0,1,1,"Product (good), Price (for its price), Service (hindi man lang nagnotify si seller wala man lang pakialam sa umorder)",,,,
301,mali din yung isa white sunflower order ko ang dumating white strawberry tsk,0,1,0,0,Wrong item delivered. 'White sunflower order ko ang dumating white strawberry tsk',,,,
302,ayon maganda siya tingnan kaso hindi pantay yung heels niya napansin ko lang kaya tabingi yung lakad ko tapos nung tiningnan ko hindi siya pantay saka masyado siyang masikip kahit 39 ako nag up ako ng 41 masikip paren and guys look kayo sa ibang products ng shop nila maraming,1,0,0,0,"Product feedback: 'maganda siya tingnan kaso hindi pantay yung heels niya', 'masyado siyang masikip'.",,,,
303,yung mga items so far ok naman kaso ang di ko maintindihan kung ano yung nakalagay sa package may nakalagay pa na magnetic charger at usb hub kaya i thought yun yung freebies nla kaso pag check ko cable organizer lng pala,1,0,0,0,Product feedback: 'ok naman kaso ang di ko maintindihan kung ano yung nakalagay sa package may nakalagay pa na magnetic charger at usb hub kaya i thought yun yung freebies nla kaso pag check ko cable organizer lng pala',,,,
304,di siya kasya sa asawa ko i ordered xxl pinadala may tag na xxl pero ang size sa loob l makikita sa pic na inaupload ko di ko na nakunan ung tag dahil now ko lang napansin maganda nmn un lang iba size sana sa susunod na check maigi nag,1,0,0,0,Size issue and product quality: 'di siya kasya sa asawa ko' but 'maganda nmn',,,,
305,wag masyado magexpect sa order goods nman may missing piece lang pero usable pa din nman,1,0,0,0,Product feedback: 'goods nman may missing piece lang pero usable pa din nman',,,,
306,maganda naman siya kaso matagal matuyo at nawala ung tatak niya basta ganon pero over all good naman anyway thank u ulit seller,1,0,0,0,Product feedback: 'maganda naman siya kaso matagal matuyo at nawala ung tatak niya',,,,
307,honest review lang po tan yung inorder ko po ineexpect ko color orange sya kaso kulay pink pala diko din magagamit hay sabi ni seller ibat iba daw ang timt nya sa lips so dintayo sure sa dadating kong babagay sya pero okey naman amoy nya mejo malamig sa labi,1,0,0,1,"Color issue, potential product issue, and seller interaction: 'color orange sya kaso kulay pink pala', 'sabi ni seller ibat iba daw ang timt nya sa lips', 'okey naman amoy nya mejo malamig sa labi'",,,,
308,my honest review nakaka sad lang kc ibang iba sa post pic nila mukang marupok ung plastik well mura nmn kc,1,0,1,0,Product feedback with price consideration: 'ibang iba sa post pic nila mukang marupok ung plastik well mura nmn kc',,,,
309,see picture okay na sana kaso naalis ung handle hindi siya ganun mahirap din i fold,1,0,0,0,Product feedback: 'okay na sana kaso naalis ung handle hindi siya ganun mahirap din i fold',,,,
310,okay na sana kasi fast shipping tapos maganda naman ang fitting sa tenga kaso nga lang yung sa right side na earbuds basag siya nakakadisappoint lang ng konti pero goods na man din siya sa price thank you,1,1,1,0,Product and delivery feedback with price consideration: 'fast shipping tapos maganda naman ang fitting sa tenga kaso nga lang yung sa right side na earbuds basag siya' but 'goods na man din siya sa price',,,,
311,goods sana kaso tuyot na yung glue na nasa loob buti nalang bumili din ako ng iba pang pandikit sana next time double check yung glue,1,0,0,0,Product feedback: 'goods sana kaso tuyot na yung glue na nasa loob',,,,
312,fair akala ko same sa picture yung sapatos maliit lang yung heels niya kesa sa mismong nakapost na picture deceiving yung pic,1,0,0,0,Product feedback: 'maliit lang yung heels niya kesa sa mismong nakapost na picture deceiving yung pic',,,,
313,idk parang wala late delivery okay lang yung quality ng sound niya kinda hindi nadidinig yung detailed beats may scratches lahat yung cases wala syang protection parang used hindi lang kita sa pic overall okay naman,1,1,0,0,"Product feedback and delivery: 'late delivery', 'okay lang yung quality ng sound niya kinda hindi nadidinig yung detailed beats may scratches lahat yung cases wala syang protection parang used'",,,,
314,ive tried ag cloud inspired scent from other shops before but this has a faint smell of coconut ang light ng amoy and medyo amoy balloon siya,1,0,0,0,Product feedback (smell): 'has a faint smell of coconut ang light ng amoy and medyo amoy balloon siya',,,,
315,okay na lang sa presyo just trying lang naman kaya ako bumili anyway thank you padin at complete naman ang orders ko will not recommend kasi hindi talaga siya suit sa pang amoy ko mas bongga pa din talaga ang tunay nag try lang ako at baka naman kasing amoy,1,0,1,0,"Product feedback (smell), price consideration, and opinion: 'okay na lang sa presyo will not recommend kasi hindi talaga siya suit sa pang amoy ko'",,,,
316,excellent maganda naman siya kaso nga lang mukang ni rush yung gawa may part na di natahi at ang daming excess na sinulid nung order ko ok naman but this time diko sure bat ganto yung item na received ko ngayon,1,0,0,0,Product feedback: 'maganda naman siya kaso nga lang mukang ni rush yung gawa may part na di natahi at ang daming excess na sinulid',,,,
317,the product is ok sana lng before nisend nagupit na mga excess sinulid and ung butas para sa strap maliit so me time n natatanggaldapat sakto sa size ng hook ng strap pra d nagmomove regardless kung cheap price its is still biznes so dapat quality p rin ang product,1,0,1,0,Product feedback and quality control with price consideration: 'product is ok sana lng before nisend nagupit na mga excess sinulid and ung butas para sa strap maliit' and 'regardless kung cheap price its is still biznes so dapat quality p rin ang product',,,,
318,its not well packed i received the item ipit na ang box good thing hnd nasira ang item,0,1,0,0,Delivery/Packaging feedback: 'its not well packed i received the item ipit na ang box',,,,
319,d po siya masyado madikit after ilang days natanggal na agad,1,0,0,0,Product feedback: 'd po siya masyado madikit after ilang days natanggal na agad',,,,
320,havent tried looks okay di pa nalagay sa wall pero may mga part na may scratch meron din kulubot na part pero i think kaya naman magawan ng paraan ung scratch lang talaga,1,0,0,0,Product feedback (appearance): 'may mga part na may scratch meron din kulubot na part',,,,
321,sobrang nipis nya for me kita pa rin yung marker na balak ko sana tapalan nitong wallpaper di ko rin nagamit sayang pero siguro oks naman sa iba sakin lang hindi ewan,1,0,0,0,Product feedback: 'sobrang nipis nya for me kita pa rin yung marker',,,,
322,4star ok nmn sya all in all ung appearance lng medyoay mga bura ung print at konting gasgas which is pwede na pra sa price nya,1,0,1,0,Product feedback (appearance) with price consideration: 'ok nmn sya all in all ung appearance lng medyoay mga bura ung print at konting gasgas which is pwede na pra sa price nya',,,,
323,ito nakuha sa room ko after 45mins of cleaning twice ako nagtanggal ng dumi sa compartment para mas madami pa siya makuha,1,0,0,0,Product performance: 'ito nakuha sa room ko after 45mins of cleaning twice ako nagtanggal ng dumi sa compartment para mas madami pa siya makuha',,,,
324,it was good at first isang beses ko lang nagamit ng maayos kasi nung sa 2nd na sana nasira ang nilalagyan ng parang razor nya kasi plastic lang at kahit na maingat naming binalik ang razor after cleaning it ay nasira pa rin,1,0,0,0,Product feedback (durability): 'isang beses ko lang nagamit ng maayos kasi nung sa 2nd na sana nasira',,,,
325,sira yung eyeshadow pallet and ang tagal dumating may mga chemical smell din sa product,1,1,0,0,Product and delivery issues: 'sira yung eyeshadow pallet and ang tagal dumating may mga chemical smell din sa product',,,,
326,parang water lng hindi naman sya long lasting pero worth it naman dhil mabango,1,0,1,0,Product feedback (scent and longevity) with price consideration: 'parang water lng hindi naman sya long lasting pero worth it naman dhil mabango',,,,
327,lukot lukot lang yung box these are for giveaways maganda sana kung next time mag eeffort si seller gandahan yung packaging,0,1,0,1,Delivery feedback and seller interaction: 'lukot lukot lang yung box' and suggestion to 'mag eeffort si seller gandahan yung packaging',,,,
328,although good quality siya pero diko alam kung ganito ba talaga yung style iba kasi siya sa yeezy slides lalo na yung nasa picture,1,0,0,0,Product quality and style feedback: 'good quality siya pero diko alam kung ganito ba talaga yung style iba kasi siya sa yeezy slides lalo na yung nasa picture',,,,
329,okay naman sya di lang super sticky sa wall siguro kasi di pantay pero okay naman glossy white sya and di super kapal thank youuu,1,0,0,0,Product feedback (stickiness and appearance): 'okay naman sya di lang super sticky sa wall siguro kasi di pantay pero okay naman glossy white sya and di super kapal',,,,
330,nakakadisappoint lng kz blue yun order q pero red yun binigaykya 3 lng,0,1,0,0,Wrong item/color issue: 'blue yun order q pero red yun binigaykya',,,,
331,ok naman ang itemspero sabi nyo no need na to add the size kaya medyo maliit sa paa ko,1,0,0,0,Product size issue: 'medyo maliit sa paa ko',,,,
332,sobrang dissapointed lang ako lasi color blue inorder ko pink bnigay tpos baboy pa ih muslim ako putik tlga hahaaaa tinanggal ko tuloy ung ulo so far maganda quality mali lng bngay na item,1,0,0,0,"Color issue, product design, and religion-sensitive product: 'color blue inorder ko pink bnigay tpos baboy pa ih muslim ako'",,,,
333,salamat po sa mabilis na pagdeliver at maayos na pagbalot ng itemtama po yung size at color na pinadalathanks pohighly recommended,0,1,0,0,Positive delivery feedback: 'mabilis na pagdeliver at maayos na pagbalot ng itemtama po yung size at color na pinadalathanks pohighly recommended',,,,
334,wala syang amoy wag magulat sa mascara nato super cheap lang nya so dont expect too much on this product over all 710,1,0,1,0,Product feedback with price consideration: 'wala syang amoy wag magulat sa mascara nato super cheap lang nya',,,,
335,2pcs order ko ok naman yung isa pro yung isa mahina lang ang hangin di rn safe ang items kasi di nakabubble wrap,1,0,0,0,Product feedback and packaging: 'ok naman yung isa pro yung isa mahina lang ang hangin di rn safe ang items kasi di nakabubble wrap',,,,
336,mali yung binigay ni seller pink yung inorder ko tapos ibang kulay ang dumating,0,1,0,0,Seller error: 'mali yung binigay ni seller pink yung inorder ko tapos ibang kulay ang dumating',,,,
337,same color ang dumating beige and black ok naman sya hindi nga lang satisfied masyado sa dineliver kasi mali pa yung size na dinala aside sa hindi same aa picture yung tsinelas,1,1,0,0,"Product issue: wrong size, doesnt look the same in the picture.Delivery: didnt satify the delivery",,,,
338,maganda yung tela nya thank you nadin seler kahit mali yung isang kulay black and grey sana dumating black ang blue,1,0,0,0,"Feedback on tela quality, and wrong color",,,,
339,ordered it white pero yung dumating is black  tapos ung mga size maliliit pala sayang lang yung dalawang inorder ko,1,0,0,0,"wrong color received, sizes are wrong, ordered",,,,
340,okay na sana pag tapos ko i check out nag message ako kay seller na san maayos at nanghihingi ako actual pic yun nga lang di daw sila nag bibigay pero sinisigurado daw nila na okay pag dating sakin butas na net hays,1,0,0,1,"feedback on net being hole, feedback on customer service by message",,,,
341,sayang damage yung phone holder but anyways okay nadin,1,0,0,0,"phone holder damage, so product has damage.",,,,
342,legit bilis dumating well packed subok na matibay talaga hawk bag,1,1,0,0,Hawk bag is legit and durable,,,,
343,mali yung dumating sakin i ordered black but ito yung binigay ni seller pero i will still accept it since good naman ang condition ng thumbler e coconsider ko nalang baka wala na talagang stock ng black but pls seller inform us kung wala na talaga stock ng gusto namin,1,0,0,1,"the item received is incorrect, but the condition of the item is good, so customer is still happy, pls advise if no stocks of item/color ordered to not upset buyer",,,,
344,good just recieved the itemok nmn xaso far so good sna di matanggal ang dikit,1,0,0,0,Product good and well recieved,,,,
345,ok na sana mga orders ko kulang isa ang lip balm pink color din wala siyang spoon sana nxt time check niyo maigi salamat,1,0,0,0,"there is a missing lip balm, need to make sure next time that the items are there",,,,
346,im gonna give this one a 3 star lang the packaging is not okay the box looks like its beaten up although it has a lot of bubble wrap yung ringlight naman has no signs yung sa button nasa pic but its still working pa naman,1,0,0,0,"feedback on packagin is bad, ringlight still works even though the box is damaged",,,,
347,wrong color sentang order ko blackgold pero you sent me orange color ung isa right color naman ipang cr slipper ko nalang tong orange ayaw ng asawa ko sa neon colors,0,1,0,0,wrong slipper color delivered,,,,
348,good okey naman maayos naman pagka deliver thank you kay kuya,0,1,0,0,"goods delivered, well, thank you.",,,,
349,brittle mura sya kaya dont expect too much 3 binili ko ang isa may cracked hindi naka bubble wrap per item ang box ang naka bubble wrap,1,0,1,0,Product and price issue,,,,
350,okay naman sana pero may tanggal na tahi sa velcro part,1,0,0,0,May tanggal na tahi sa velcro part,,,,
351,complete order un lng manipis ung foam akla ko tulad nung nabili ko s ibang store anyway ok nmn cya color nmn nasunod,1,0,0,0,"complete item, but with thin foam.",,,,
352,ok naman sya kasu yung packaging di secured may mga butas yung wall paper tapos may isang wallpaper kanina na wasay yung 5 inches long nya kasi di talaga secured walang box o karton na pang support namanlang sana tapos mahirap ma tanggal yung paking tape na naka dikit sa,1,0,0,0,packaging issue and the product.,,,,
353,quality of zeus product are quite good however there are difference sa mga item na nasship like this bought same product last year since badly needed ko yung item i wasnt able to return it para palitan there is missing part of the keyboard as shown dito sa photo,1,0,0,0,missing part in the product.,,,,
354,nothing special sa amoy and hindi sya long lasting pero ano nga ba naman ieexpect mo sa 79 pesos but still a good product thanks seller,1,0,1,0,"there is smell, not long lasting, but good deal, seller is thankful for the price.",,,,
355,panget ng quality black yung order ko 2liters pero hindi 2l ang dumating kung mapapansin nyo sa picture yung unang bili ko tama ang sukat yung itim mali,1,0,0,0,2 liters of black order but not 2 liters.,,,,
356,a liitle bit disappointed i was expecting na darating is yung inorder ko color and design na nasa pictureand manipis ang tela,1,0,0,0,thin cloth and wrong color,,,,
357,add size trust me nakita ko kasi dito na no need na daw mag size up kaya naniwala naman ako pero need pala talaga so mag size up kayo tapos parang di to maglalast di sya durable,1,0,0,0,item does not long last and need to add size/ not durable,,,,
358,sagwa nyo ay isang mystery box at mystery pouch yung binili ko tapos parehas na mouse pad lang yung laman awit sainyo,1,0,0,0,buying a mystery box and pouch which has the same content,,,,
359,good naman din product mabilis ang shipping kaso hindi po sya nag bliblink yung case  hindi ko din gets pano i up and down ung volume hindi gagana or di ko talaga alam anybody here mag turo pqno ba mag volume up and down,1,1,0,0,"not blinking the case ,fast deliver",,,,
360,salamat seller andito n ang regalo ko s anak ko kaso walang screen protector kasama daling ma lowbat 2 hours lang mag youtube nka wifi,1,0,0,0,"no included screen protector, power issue",,,,
361,maliit pla ung size nia dpat add 1 size papara sure na saktod ko man naisuot pero nabenta ko nmn d parin sayang pera ko,1,0,0,0,not fit size and small,,,,
362,goods lang 710 mabilis didikit yung alikabokdark spot okey yung color black di kita goods naman sya 710 true mura lang naman,1,0,1,0,"cheap price goods, fast sticky and dark",,,,
363,di masyadong madikit ginawan ko pa ng paraan para lang hindi matanggal sa pagkakadikit but i guess its worth to buy,1,0,1,0,"not sticky, needs help to be glue, worth the money",,,,
364,810 akala ko okay sya pagdating sa base sound parang stereo lang kaya pala mura na excite pa naman ako kasi jbl ndi ko type ang sound matinis,1,0,1,0,product is not as good base sound but cheap,,,,
365,thank you po sa nag diliver thank you sellerok nman syaat mura lng,0,1,1,0,delivered fast and cheap,,,,
366,the shoes is good  but next time please do your best to wrap it nice pra po pagdating sa customer hindi po sira ang lalagyan,1,0,0,1,"seller needs to pack well, good product",,,,
367,di ko alam pero di na sya as good as first week di rin nya kaya yung mga small na abo and mga powder the vacuum also has a weird smell after a few mins,1,0,0,0,"not as good product, with smell after 1st use",,,,
368,maliit yung size di gaano nabibinat yung garter medium lang size ng asawa ko buti xl yung inorder ko,1,0,0,0,size is small,,,,
369,medj malaki pala sya haha pero sakto lang para sa kapatid ko thank you seller,1,0,0,0,size a little big,,,,
370,got my parcel ok nman ung mga item complete syang dumating  maganda din 3 lng binigay ko kc medyo na disappoint lng ng konti kc umasa n madeliver sya ng maaga at naging unsuccessful p ung1st attempt ng delivery cguro nging hectic ung schedule ni rider pro ok lng,1,1,0,0,"ok sya, but there is a issue sa delivery",,,,
371,akala ko makapal ang tela pero hindi even the foam inside is manipis medyo ok yung color black pero may himulmol di pulido ang tahi and the garter is so stretched like na kasya naman siya siguro up to semi large body type kasi stretchy naman but walang pang adjust,1,0,0,0,tela is hindi makapal,,,,
372,99 salamat seller ang tagal nga lang ng order na to nagastos ko tuloy ang pera para dto tapos now no badget paumotang pa tuloy ako thank you sayo seller god bless,0,1,0,1,the delivey take long,,,,
373,ok ung design nya kaso mbilis mapunit manipis tpus d p madikit,1,0,0,0,"the design is good, but can be worn fast, then.",,,,
374,i ordered pink and violet tapos yellow at pink pinadala favorite color pa naman ng anak ko ang violet,0,1,0,0,wrong color delivered,,,,
375,plastic ang baba nga ng price pero antaas ng shipping fee akala ko magcucurl sya kahit onti pero wala tlgadisplay lng tuloy,1,0,1,0,Shipping fee is high and plastic for the price,,,,
376,ganda nagustuhan ko complete item salamat,1,0,0,0,Nagustuhan item and complete,,,,
377,ok ok po yung water bottle na inorder kaso may damage ang isang water bottle sayang pang christmas gift sana,1,0,0,0,there is damage water bottle,,,,
378,old rose po order kong kulay pero bkit violet dumating imbes na pangalawa knang oder sa inyo kasa pa sablay bigay niyo,0,1,0,0,"wrong color and oder sa kanila, they gave wrong one",,,,
379,medyo ok din hindi ako satisfied hindi nasunod color ko dapat black red pero ok na rin tnx seller,1,0,0,0,not satisfied with color did not give,,,,
