Review #,Review,product,delivery,price,service,explanation,,,,,,
218,not useful it is so manipis like it will break immediately im not happy with my purchase its kinda sad to experience this thing,1,0,0,0,Not useful and is thin and will break easily.,,,,,,
219,not waterproof sya di rin kayang maging long lashes,1,0,0,0,Not waterproof and doesn't make lashes long.,,,,,,
220,not really good ho pag dating ho sakin is na wawala yung tornilyo nung isang pang sabit sa ilong pfft,1,0,0,0,Not really good. upon arrival,the screw of the nose clip is missing.,,,,,
221,310 hindi siya effected to me huhu still thank u,1,0,0,0,Not effective.,,,,,,
222,okay naman sya kaya lng mali yung isang item na dumatin sakin mascara yung order ko liquid eyeliner yung dumating,0,1,0,0,One item is wrong.,,,,,,
223,hindi yung mga color ng iba yung dumating hindi ako satisfied ibang size and colors ang dumating,0,1,0,0,Different colors and sizes arrived and not satisfied.,,,,,,
224,pang teens ang sukat ng cup ok sana ang quality ng tela malabot kaso maliit ang size nya for bustline 34 hindi sya pwede sa mga malalapad ang katawan pero bust size ay 34,1,0,0,0,Cup size is only for teens,quality is okay and the cloth is soft but it's too small,,,,,
225,sira yung isang product hindi nagoopen and irereturn bago pa irefund ok lang sana if ipick up yung item na damaged pero ikaw pa yung mageeffort mag dala sa mga courier branches because of their mistake kaya ka nga nag online shopping kasi wala ka na time for additional errands,1,0,0,0,One product is broken upon arrival.,,,,,,
226,kapangit ng dumating maliit lang akala ko 2l hindi naman pala black order ko iba pa kulay ng dumating mali mali,0,1,0,0,Small item arrived.,,,,,,
227,effective naman sya kaso di ito yung order kong color eh nude brown order ko bieee pink dumating,0,1,0,0,It's effective.,,,,,,
228,nakakainis ky0 ang panget nang kulay nang manga pinadlang mejas at ung isa dipa mag kapareho next time paki check ny0 mbuti sayang pera eh,0,1,1,0,The color of the socks shipped are ugly,and the pairs are not identical,it is a waste of money,,,,
229,sayang pera chinarge namin pag ka deliver dahil lowbat then nangamoy tapos di na gumana paki quality check po ng product nyo para di kami nag aaksaya ng pera,1,0,1,0,Waste of money because upon charging the product after delivery it smelled then didn't work anymore.,,,,,,
230,zero star maayos dumating ang parcel pero nd gumagana kahit pla not functioning na parcel ibebenta ninyo p dn nd na nga mapakinabangan sayang ang pera kahit mura pera bayad pa dn yun noh sayang ang pera,1,1,1,0,Parcel arrived in good condition.,,,,,,
231,hnd angkop ang kulay fake yung product hms katulad yung nabili ko ito fake mabilis mabura tapos yung order ko pink ang nakasulat s takip kapag inapply n kulay orange,1,0,0,0,The color does not match and the product is fake,it can be easily erased and when i apply it's orange instead of pink.,,,,,
232,not good magagamit molang pala sya habang nakasaksak pero pag nakatanggal hindi magamit sorry po pero dissapointed po ako,1,0,0,0,Product is not good because it only works when plugged.,,,,,,
233,2 pang lalaki yng items na order q tz ang dumating payong na my bulaklak,0,1,0,0,Two items for men are ordered,and an umbrella with flowers arrived.,,,,,
234,nextime paki check bago ipa ship sobrang excited ko tapos yung idedeliver na items di naman gumagana first and last order sa shop niyo,1,0,0,0,Check the items before shipping next time,,,,,,
235,mystery pouch na order ko pero ito dumating hahahahaha expectationvsreality,1,0,0,0,Mystery pouch is ordered," but ""expectation vs reality.""",,,,,
236,poor not satisfieddamaged lahat ung binigay na items sa akin pati box luma i asked for the refund lagi lng sagot sa akin follow up tpos gsto lng na irefund sa akin is 15 pesos lng may mabibili ba na ringlight sa halagang 15 pesos,1,0,1,1,Poor and not satisfied,all the items are damaged and the box is old,i ask refund they follow up only,they want only 15 peso refund,are they selling ringlight at 15 peso amount?.,,
237,hindi flexible may sira sa bandang charging port malakas ung tunog ng hangin kahit no 1 pa lang siya mabilis malowbat pero matagal naman magcharge,1,0,0,0,Not flexible,there is a defect in the charging port,loud wind sound and it has a long charging period.,,,,
238,not with this shop the seller was so unresponsive nagpadala ng damaged na item napaka hassle mag return then yung isang item nagana naman pero grabe super bilis malowbat,1,0,0,1,The seller was unresponsive and sent a damaged item and battery is easily drained.,,,,,,
239,not worth it yung mystery pouch mas mura pa kung bbli ka ng same item sa ibang shop basta may kasabay or free shipping sya,0,0,1,0,The mystery pouch is not worth the money as it is cheaper to buy the same item in other shop if there's free shipping or on sale.,,,,,,
240,poor quality ang sungit pa ni seller,1,0,0,1,Poor quality,the seller is rude.,,,,,
241,wag na kyo mag order sa shop na ito sira ung product na pinadeliver nyo sna nman next time pki ayos ung trbaho nyo dhil di nmin pinupulot ung pera,1,0,0,1,Don't order in this shop,the product they delivered is broken.,,,,,
242,not sure very good packaging naman problem lang is yung instruction manual is different from the product so hindi ko masabi if legit yung product sabi ni seller generic daw kasi yung manual pero its very different talaga wala din yung unit na to na smoke removal function hirap lang,1,1,0,1,Very good packaging however,the instruction manual is different from the product so it is hard to determine if the product is legit,according to the seller it's generic and the product does not have smoke removal function.,,,,
243,not so good napakaliit naman nang size neto parang baby bra sa kaliit napaka sikip need cu pa bilhan ng extender huhuhu pero salamat at kompleto naman cya mukhang matibay thdd hhdd jfyuj jfsy jhf,1,0,0,0,Not so good. The size is too small,like a baby bra,it is so tight that i need to buy an extender,,,,
244,iba ung kulay na narecieve ko white inorder ko blue dumating yawa,0,1,0,0,The color i received is different from what i ordered,I ordered white but i received blue.,,,,,
245,bali yung isang bakal sa umbrella kaya hindi sya nagsasara ng maayos sinabihan ko na yung seller na before na ang iship na item ay yung walang sira tapos pagdating ganyan nakakadisapoint kasi sobrang excited ka sa order mo tapos biglang ang ipapadala sayo ng seller ay sira haha,1,0,0,0,The steel bar in the umbrella is bent that's why it doesn't close properly,,,,,,
246,110 unresponsive si seller hindi matibay ang tahi tastas na agad d ko nasuli kasi malau jt 80 balikan pamasahe,1,0,0,1,The seller is unresponsive,and not durable right away.,,,,,
247,okay naman syakaya lang ung lagayan ng ring light siradi mahigpitanpag nilagay ung phone or ringlight bumababadi mahigpitan kasi sira,1,0,0,0,The ringlight's lock is damaged.,,,,,,
248,ok naman siya thank you,0,0,0,0,Okay,thank you.,,,,,
249,after 20 ddays dumating din mas daig pa ang overseas sa tagal ng ship out,0,1,0,0,After 20 days,it arrived,shipping is slower than overseas.,,,,
250,mali naman yong binigay nyo na kulay sky blue binigay nyo eh ocean blue yung order ko kakainis 80 pcs pa naman to eh ocean blue naka dikit sa wall ko,0,1,0,0,The color you gave is wrong. I ordered sky blue but you gave ocean blue and there were 80 pieces because it's pasted on my wall,,,,,,
251,palpak purple pink and yellow order ko puro yellow naman dumating,0,1,0,0,Wrong color.,,,,,,
252,sira agad wag na kayo umorder shish,1,0,0,0,Broken immediately,do not order,,,,,
253,0 wag kayong oorder dto manloloko seller na to tumblr inorder ko wipes pnadala tapos nagpparefund ako gusto ibalik muna ung wipes na halagang 10 piso parang ikaw pa magmamakaawa mabalik pera mo kahit hndi naman ikaw may mali ilang araw nako naghhntay ng refund ko wala pa dn gusto,0,0,0,1,Do not order,this seller is a scam,wanting the item returned before refund,,,,
254,hindi sya oil base perfume mas lamang ang alcohol kc amoy ng perfume,1,0,0,0,This is not an oil based perfume.,,,,,,
255,not worth the price but expect what you paid for better kung bibili kayo ng medyo mahal the first time i use it nasira agad yung stand,1,0,1,0,Not worth the price due to it's cheap product.,,,,,,
256,not really good medjo sira na yung box then ang dumi tapos nag stop sya di ko pa nagagamit,1,0,0,0,Not really good,the box is damaged and dirty and it stopped working before i even used it.,,,,,
257,kung may negative pa na star yun ibibigay ko wtf nag hintay ako for almost 3 weeks tapos kulang yung item ko wala yung headphone case at armband para sa phone kaloka kaayu kahit hindi yun mahal pjnag hirapan ko parin hanapin pang bayad dun,1,1,0,0,I waited for almost 3 weeks and my item is incomplete.,,,,,,
258,di dumating sakin ang parcel pero may proof of payment shopee ano na,0,1,0,0,The parcel did not arrive,even though there is proof of payment,shopee,what's going on?,,,
259,wala manlang pakialam c seller kung mayuyupi yung inorder sakanya sa lau ba naman ng papadalhan mo dapat sinisigurado mong maayos na makkrating ang mga inoorder sayoni d muman lang nilagyan ng carton para hindi yupi na makarating sakin i am very disappointed pangbenta ko tapos ganito ang hitsura,0,1,0,1,The seller doesn't care if the item is crumpled.,,,,,,
260,nicefast charger syanakabublewrap pa at may box thank sellersana magtagal,1,1,0,0,Nice fast charger with bubble wrap and box,,,,,,
261,the product is too expensive to its feature napakanipis at marupok ang mahal pa,1,0,1,0,The product is too expensive for its feature.,,,,,,
262,item is damage paasa nmn si seller na irerefund hindi lang raw napansin ag nlagy will definity not recommendable to shop here,1,0,0,1,The item is damaged,seller not refund and don't recommend the shop here,,,,,
263,mali mali ang product sinend pls check d orders well b4 sending out,0,1,0,0,The wrong product was sent so please check the orders well before sending out.,,,,,,
264,7 black po inorder ko gold yung dumating excited sana nakaka disappoint,0,1,0,0,7 Black orders but it come with Gold,,,,,,
265,bilis malowbat hindi rin ganun kalakas ang sound nya mnsan yung isa lang tumutunog photo not related,1,0,0,0,Drains quickly,the sound isn't that loud and sometimes only one earbud works.,,,,,
266,010 napaka panget nya at mahina ang hangin mali din yung kulay na binigay saakin sabi ko green binigay blue tas sira din yung mga gilid at not recommended tas maingay pa,1,0,0,0,It's so bad.,,,,,,
267,all size are wrong kaya naka disappoint,1,0,0,0,All sizes are wrong,making this disappointing,,,,,
268,wrong color inadala pink order ko pero gray dumating pero good quality naman yung tumbler wala lmg ung ipit na kasama kong inorder,1,1,0,0,Wrong color sent,but good quality tumbler.,,,,,
269,good pangit ng tunog ano to di pa gumagana yung sensors cute lang talaga yung design ng product pero audio quality wise hindi recommended pangit ng tungog ang tagal pa dumating ng order may inorder din akong headset sa ibang shopremax like 1 week pa to nauna ng order pero,1,1,0,0,Good.,,,,,,
270,very poor dalawa order ko pareho sira di responsive si seller,1,0,0,1,Very poor,both orders are broken and seller is not responsive.,,,,,
271,tfff not satisfied sira yung inpods,1,0,0,0,Not satisfied inpods is damage,,,,,,
272,panget ng amoy kaya pala mura kesa sa ibang shop will not recommend this shop to buy perfume,1,0,1,0,Smells bad but the price are very cheap,,,,,,
273,dalawa pants inorder ko isa lang po yung nasa pack ninyo,0,1,0,0,I ordered 2 pants but it came with one pants.,,,,,,
274,expectation to reality di sya maganda sa personal sorry,1,0,0,0,Expectation to reality is not really good sorry,,,,,,
275,ang inorder ko po at mystery box and pouchespag open ko pa lg po hindi na mysteryhindi mn lng malaman if mystery box na ba yun or mystery pouch yunat yung item sa loob is 5pcs lng dinok nmn yung products mdyu na disappoint lng ako,1,0,0,0,The order is a mystery box,it already looks not mystery at the moment it is opened.,,,,,
276,sayang ang pera sira ang item not recommended this hindi nkikipag communication si seller,1,0,1,1,Waste of money,item is damaged,this shop is not recommended,,,,
277,just check my parcel okay na sana kaso sira pala ung inpods kala ko lowbat lang pero kahit charge na di parin gumagana not expecting much kasi nga mystery siya pero wag naman sanang sira at parang gamit na ung binibigay,1,0,0,0,Okay,but the inpods is broken,,,,,
278,sira yung item na pinadala di gumagana sana bgo kayo mag padala ng item sure na ayos oo ayos nga nag chacharge di nmn nag working yung power botton pag inoopen hayss sana mabalik yung binili ko grabe ang mahal pa namn tapos sira ibibigay,1,0,0,0,The item shipped is broken so it doesn't work properly.,,,,,,
279,i pay fully but i received missing item nag message ako sa seller pero iniscam lang pindutin ko dw yung order received para ma refund pero hanggang seen mode nalang good luck nalang sa business mo seller may kalalagyan din yung ganyang ugali,0,0,0,1,I received a missing item,I messaged the seller but I was scammed.,,,,,
280,ang laki laki nang naka note na check the items before shipping to avoid error and damages pero walang paki si seller kahit ano nalang ata madampot nila yung ang pinapadala kay buyer very disappointed ako sa shop na to will never ever order again from this shop sayang pera,0,0,1,1,Big note to check the items before shipping but the seller does not care and sends whatever they pick up,disappointed,a waste of money.,,,,
281,thank you ang gnda niya,1,0,0,0,Thank you,it's beautiful.,,,,,
282,the product is great the only issue is the mystery pack i ordered 2 mouse pad and yet they have given me another mouse pad for my mystery pack isnt it laughable well they did nothing wrong tinamad lang siguro na kumuha ng ibang item para ilagay sa mystery pack,1,0,0,0,The product is great.,,,,,,
283,nag order ako ng 10meter na led strip binigay 5 meters lng madaya kayo balik nyo pera ko,1,0,0,0,I order a 10meter led strip and binigay 5 meters only,,,,,,
284,okay naman sya kaya lng maingay yung fan nya pag inopen mo,1,0,0,0,Okay,but the fan is noisy when you open it,,,,,
285,yong order ko dalawa sira naman ang isa yang color white,1,0,0,0,My order is two items but one is damage the color white,,,,,,
286,terrible malakas pa yung hangin ng utt ko sayang lang yung pera ko sana bumili nalang ako ng saillingfan walang kwenta yung item na to hindi ko magagamit to wala po talagang hangin na lumalabas parang laroan lang ewan bat kailangan manloko kayo,1,0,1,0,Terrible,the wind of my *utt* is stronger waste of money,,,,,
287,not sure kung kita po ang comparison sa video pero yung green ang nabili ko sa other shop mas makapal tapos same price range lang sila itong mga nabili ko sa shop na ito ay parang papel lang sa nipis nagtry lang ako kung may mas okay na quality,1,0,0,0,Not sure if comparison is visible in the video,but the green (item) I bought in other shop is thicker,those from this shop is thin,,,,
288,madali malowbat kht nkstqnd by lng nmand kc pwede ipacut old sim kaya kelangan ko sya,1,0,0,0,Quickly drains even on standby since the old sim can be cut.,,,,,,
289,grabe ang lag at di nagrerespond yung apps kahit fb at yt such a waste of money talaga i suggest na bibili nalang talaga ng mahal kaysa sa mura kasi di mo rin namn magagamit,1,0,1,0,Severe lag and apps are unresponsive,it's really a waste of money and should by good product,,,,,
290,poor 6 inorder ko 5 lang dumating 10 pesos nalang mang iiscam pa kayo di nyo manlang isure kung ano ipinapadala nyo pati sa rider na tamad laging di nakukuha2nd attempt ang parcel ko ang galing nyo kuhang kuha nyo inis ko,0,1,0,0,Poor,I ordered 6,but 5 arrived and 2nd attempt to take it,,,,
291,walang kwenta parang bumili ako ng basura walang kwenta as in sana si seller chineck muna product before ibigay wala pa 5 minutes hindi na gumagana chinarge namin pero di parin gumagana tinry namin sa ibang charger pero wala parin wag na kayo bumili ng product na to sayang pera,1,0,1,0,It's worthless product,doesn't work.,,,,,
292,super beyond low quality nakaka pagsisi na binili ko itonakapa liit ng size pang teenager ung size flat ung foam ska para syang goma na ginupit lang na hubog brasayang pera avon soft cup bra nlng sana binili kokung gusto nyo din makaramdam ng regret sa buhay nyo bumili kayo,1,0,1,0,The quality is terrible.,,,,,,
293,sinukat ko sya need to edit hindi mo sya masusuot pang swimming gosh kitang kita yung padding hindi ko makuhanan nang pic kase parang bastusin,1,0,0,0,I need to edit after fitting,you can't wear it for swimming.,,,,,
294,mali yung dinilever saken di naman leggings inorder ko tapos may dumi pang kasama tsk first time kong makaencounter neto im super disappointed,0,1,0,0,The item delivered to me is wrong and has dirt.,,,,,,
295,i didnt expect of what i received nadismaya ako tssk,1,0,0,0,I was disappointed with what i received tssk.,,,,,,
296,ung green ang order mo pero black ang dumating nakakadissappoint ok na sana maganda naman ung item pero ewanq ko lang kung bakit naging black ang green,0,1,0,0,The item is okay,but the order is green,the color is black instead.,,,,
297,i ordered black but i received blue nakaka dissappoint they never chat or contact us before they ship the item kung ok ba ang kulay,0,1,0,0,I ordered black but I received blue which is very disappointing.,,,,,,
298,akala ko original hindi namn pa nag iinit yung adaptor definitely not to order ever again,1,0,0,0,I thought it was original it's not.,,,,,,
299,maganda tingnan pero poor quality masyadong magaan at mabilis malowbat,1,0,0,0,Looks good,but poor quality and quickly drains.,,,,,
300,diko sure kung para saan pa message nila pwede naman mag message sa shopee bago i ship order para siguro makabenta nalang,0,0,0,0,I am not sure what is the message for they can send message at shopee before the item is shipped maybe that's why it just sells,,,,,,
301,now ko lang na kita walang laman un 1 sim 5 order ko scam ka nag babayad kame ng tama god bless na lang sayo,0,0,0,1,Mentions scam,,,,,,
302,honest review kaya pala mura mapapamura kalang din sa inis grabe ang bagal super duper delayed ung galaw ng mouse sa laptop ang ending diko na ginamit sayang pera,1,0,1,0,Mentions mura and bagal galaw,,,,,,
303,i ordered two yung isa okay ung isa hindi hindi rn nagrereply c seller syang pera,0,0,0,1,Hindi nag rereply,,,,,,
304,ka disappoint  bat kitchen tissue dumating  hairclips inorder ko  idk kung nagbabasa or inaayos nyo pagpapack nyo,0,1,0,0,Wrong product,,,,,,
305,ang cute nia pwede na sa price maganda,1,0,1,0,Maganda and mentions price,,,,,,
306,wrong color unresponsive seller i ordered black and they gave me white i messaged her to double check the color since they sent wrong color for my 1st order but still wrong color for my 2nd order walang pasabi walang pasensya na po so disappointing,0,1,0,1,Wrong color and unresponsive seller,,,,,,
307,no pomaiinis ka lang saying ang pera muh kapag bumili ka nito usad pagong ikot ikot lang mahahighblood ka kapag ganurn,1,0,1,0,Saying pera and usad pagong,,,,,,
308,walang kwenta sobrang bilis malowbat wala pa ata 30mins tpos ang ingay ng electric fan para kang may dalang helicopter pero malakas electric fan nya maingay lg talaga sobra tpos super bilig malowbat as in dalawang buong araw ko yan chinarge tpos ambilis nya malowbat,1,0,0,0,Walang kwenta and bilis malowbat,,,,,,
309,ok sana dahil walang sira pero bakit puro bench ang binigay nyu eh diba bench at hm ang order ko palpak si seller,0,1,0,1,Palpak si seller,,,,,,
310,very poor i received defective item pero as you can see pinapa ikot lang ako ni seller walang balak mag refund if willing kayo mag send balik ng item to china then buy and take the risk maganda quality ng sounds on the earbuds pero after 2 minutes nawalan na,1,0,0,1,Defective item and pinapaikot lang ako ni seller,,,,,,
311,sad may flaw yung isang eye glass,1,0,0,0,May flaw,,,,,,
312,malabo  wala pong kwenta ang daming scratches yung lense  hayss sayang pera sana naman please lang find another shop nalang kasi ang daming scratches yung kanila,1,0,1,0,Malabo,scratches,and sayang pera,,,,
313,na disappointed ako dahil sa parang old stock na yung sandals na binigay super dami pa ng dumi tsaka may maliit na scratch hindi na beige yung kulay dahil sa dumi,1,0,0,0,Old stock and dami dumi,,,,,,
314,kung pwede sana na walang star to e white ung inorder ko light gray ang binigay buti sana kung isang piraso lang e 5 piraso un tapos tagal pa magreply ng seller,0,1,0,1,Wrong item,tagal mag reply,,,,,
315,i expect more in this product but its disappoint me the sound is not really good and also hinde umiilaw yung box kaya d ko malaman kung fullcharge na or hindi pa overall this product is not really good for me but if you want to buy it then buy,1,0,0,0,Sound is not really good,,,,,,
316,naorder received ko kaagad kasi nung ginamit ko naman ayos sya though before ko gamitin yung item nakita ko na parang binuksan na yung box like sinenr na sakin ni seller na sira yung box ganon pero di ko pinansin yon kasi gumagana naman ang kaso lang natanggal yung plug,1,0,0,0,Sira yung box and gumagana,,,,,,
317,seller is not cooperative hindi man lang kino consider ang sa side ng buyer never again so disappointing seller is not cooperative hindi man lang kino consider ang sa side ng buyer never again so disappointing,0,0,0,1,Seller is not cooperative,,,,,,
318,ilan araw lng ung cp sira agad ayaw gumana ng keypad at kpag tinatwagan wla mrinigsyang lang peraminessage ko din c seller pero 1 time lang xa ngreply and after non wla na d ko na xa mamessagesna man lang plitan kht ibang item,1,0,1,1,Sira agad,sayang pera,di nag rereply seller,,,,
319,neat maliit lang and manipis ang advertised product is fully automatic umbrella pero manual umbrella pa rin dumating na hype ata masyado itong product kaya daming bumili kahit mali yung dineliver disappointed but cant complain kasi mura lang so i cant expect a lot sana matibay naman maganda color super,1,1,1,0,mali ang dineliver mura lang,,,,,,
320,0 out of 10 010 cute sana kaya lang seller anong gusto mo po gawin namin dito ilaw lang sa gabi susko naman,1,0,0,0,ilaw lang sa gabi,,,,,,
321,kulang ang napadala sa akin minessage ko ang seller gusto bigyan na lang ako ng discount voucher pero need ko pa rin bumili from the same shop husay,0,1,0,1,Kulang ang napadala,,,,,,
322,ang bilis lang sana ng delivery kaso mali naman ung dumating boxer order ko hinfi brief bat naman ganun sino naman sosout neto tapus ang liit pa ng xxl at ang nipis pa ng tela im very disappointe of this,0,1,1,0,Bilis sana delivery kaso mali,,,,,,
323,matagal sya dumating dumating sya nung meron na ako tapos maliit sizes maganda naman quality tas di nakikipag cooperate seller,1,1,0,1,Matagal dumating di nakikipag cooperate,,,,,,
324,parang di naman photochromic anti rad lng naman ata to,1,0,0,0,Parang di naman,,,,,,
325,ok yung packing tas yung lalagyan pero sira yung kanan ng headset d natunog,1,0,0,0,Sira yung headset,,,,,,
326,biglang pumutok bbksan plng nmin request for refund,1,0,0,0,Pumutok,,,,,,
327,super disappointed imagine 17 items inorder ko pero niisa walang tamang scents yung naipadala i contact already the seller pero hindi nagreply ang lala pa kasi nabayaran ko na paano naman yung mga umorder sa akin ano na lang sasabihin ko maliit lang naman tinutubo ko tapos lolokohin nyo pa,0,0,0,1,Hindi nag reply and niloloko,,,,,,
328,wala useless po delivery nyo sobrang liit di po ako baby para mag suot ng ganyan size 40 to size 41 pero bat ganon liit padin,1,0,0,0,Liit,,,,,,
329,bwiset nag avail ako ng box tapos dumating samin wala bara bara ng pagkalagay ng bag over all wag na kayo umorder dito nakakawalan ng gana sayang lang 66 pesos ko punyenta,0,0,1,0,Sayang 66 pesos,,,,,,
330,hindi magamit hindi kasya sa kalan nag chat aqo sa seller na kung pwede ibalik hindi nmn nag rereply sayang lang pera ko,1,0,1,1,Hindi nag rereply and sayang lang pera ko,,,,,,
331,kung pwede lng no star nlng kase dissapointed ako mgkaiba ng size pinadala nyo buti nlng kaliwa at kanan pero yung size isang 6 at 7 hndi n halata kpg sinuot kaya pala mura,1,0,1,0,Dissapointed and mura,,,,,,
332,mali ang nasa description  10 meters daw pero ang binibigay 5 to 6 meters lang sinubukan ko umorder ulit at para maisabay nila yung kulang sa unang order ganun pa din ang sumunod na binigay wag niyo lokohin mga buyer niyo,1,0,0,0,Mali description and lokohin,,,,,,
333,poor white yung binili ko pang regalo to kaso mukhang gamit na medyo madumi tapps may mga scratches ng kuko,1,0,0,0,Mukhang gamit na and madumi,,,,,,
334,excited akong hinintay yung item tas dadating ng incomplete nakakadisappoint but its ok next time kindly check your items before sending it,0,1,0,0,Incomplete,,,,,,
335,ok nmn ang productand di ok is i ordered 2l but ang dumating is 11l only and also iba ang design even ang colour nya excited panaman ako dahil natagalan din sya dumating but then mali pala ang umasamasasaktan ka lang,1,1,0,0,Mali ang dumating and natagalan dumating,,,,,,
336,may mga punit yung bra huhuhuh i hope next time na magbibigay kayo ng mga items check it first kase mapapa never again mga customer sainyo hahahahah,1,0,0,0,Punit yung bra,,,,,,
337,mali yung size na pinadala wlang coordinate si seller next time kya nga may chat box para mag inform sa customer if may problem sa item hindi yung kayo nag de decide binabayaran nmn yan hindi libre,1,0,0,1,Mali yung size and wlang coordinate,,,,,,
338,kulay gray inorder ko bakit color blue violet to tapos wala pang kasamang mga stickers,0,1,0,0,Wrong color,,,,,,
339,i am so disappointed my order took almost 2 weeks to arrive i ordered 4 tumblers but only received 3 tumblers 1 of the 3 tumblers is broken as seen in the picture they also sent me a wrong color i tried to contact the seller pero walang reply,0,1,0,1,Walang reply and broken,,,,,,
340,dissappointed mali yong pinadala white yung order ko di tuloy natapos yung room ko instead of white gray ang pinadala no seller,0,1,0,0,Mali ang pinadala,,,,,,
341,not a good quality at all di ko nagamit binigay ko nlng sa friend ko pangit sya tlga di matibay ibang iba sa pic nila im just wasting my money sa item na ito,1,0,1,0,Not a good quality and im just wasting my money,,,,,,
342,mali ang kulay wala ung plum red at cherry lang haissssssstttt ung dati ko pinag orderan tama magbigay ng order ung color,0,1,0,0,Mali ang kulay,,,,,,
343,no damage naman pero mali ng kulay ang pinadala at ganyan lang ang pagka package nya color blind ka ba seller o di ka marunong magbasa pala desisyon pede naman mag msg muna kung di available ang color makabenta lang tong mga to,0,1,0,0,Mali ang kulay,,,,,,
344,sng ingay ng fan d mn lng testing before shipout pangrregalo ko p nmn,1,0,0,0,Sobrang ingay ng fan,,,,,,
345,got my oreders sana same color na lang yung tali and fan para mas maganda tignan yun lang ok naman yung item,1,0,0,0,Not same color,,,,,,
346,mystery pouch po order ko di man lang binigyan ng chance to get excited walang mystery na nangyari there was no box item na agad ang bumungad pagkabukas ng parcel haiiizzztttt,0,0,0,0,No aspect,,,,,,
347,okqy i bought size 36 and it was stated thirtysix but size thirtyeight yung laki niya so hindi ko din siya masusuot,1,0,0,0,Size,,,,,,
348,110 wla png 5mins n ginagamit pg uminit n ung motor humihinto n ung suction modew8 ka ulit n lumamig pra gumana ulit anghassle di n ako nagrequest ng returnrefund bka kc lalo lng akong mastress ky seller kc upon reading 1 rates ung iba di n nabalik ung pera,1,0,0,0,Hassle,,,,,,
349,0 nang hihingi shapi evidence pano ko vivideo yung sounds ahhhhhhhahahahh di nga sira physical sirannaman yung sounds hays hirap kabonding bala na kayo jan,1,0,0,0,Sira sounds,,,,,,
350,maganda nmn po sya kaso yung pink ang gulo nang packageng saka subrang tagal dumating piro salamat  maganda tama ang order wla nmn sira nagulo lang sorry 1star lang para saakin,1,1,0,0,Sobrang tagal dumating,,,,,,
351,hindi okay sumabog po yong nabili kong isang itemyong other item sobrang nag iinit naman po akala ko maganda hindi pala,1,0,0,0,Sumabog,,,,,,
352,ang pangit ng glasses wag kayo bumili madali sya masira at napaka nipis nya at ang screen pangit nag mumukhang yellow at natatangal sya at plastic lang siya basta ang pngit promise wag kayo bumili please lang please lang wtf,1,0,0,0,Ang pangit ng glasses,,,,,,
353,ang tagal nya uminit kahit naka max nailang minutes nako nagpapainit non ganon paren tempereture di sya umuunit slight lng,1,0,0,0,Ang tagal uminit,,,,,,
354,hindi sya photochromic it doesnt changed its color when it faced direct sunlight not worth it,1,0,1,0,Not worth it,,,,,,
355,bakit iba po ang pina dala nyo sa inorder ko nag chat po ako sa iyo na my order po yan sana po pag wlang stocks nag inform po kaagad kayo diba po nag negusyo po kayo same din po tayo oh sapalagay nyo po kukunin to ni customer kasi,0,1,0,0,Iba po pinadala,,,,,,
356,ang panget po sira sira ska namumuti ung black paperpoor,1,0,0,0,Sira sira,,,,,,
357,light colors binigay skin ni seller maganda sana yung panty shorts eh kaso no response si seller kahit nag leave na ako nga message dark colora gustoko pero light colora binigay nyu hahays,1,0,0,1,No response si seller,,,,,,
358,mabilis maship naman yung item pero yung mask manipis at may maamoy na plastic diko nirerecommend to para sa references po  sayang lang tsaka yung slipper wrong design ed po yung pink  okay lang yung price sa quality ng slippers pero yung mask hindi,1,1,1,0,Maamoy na plastic and ok yung price,,,,,,
359,kulang yung item na pinadala sakin wala ung toothbrush sterilizer i was about to message the seller pero pag view ko ng profile niya there is no chat button i found a way to message her pero wala silang sagot kahit isa,0,1,0,1,Wala silang sagot and kulang,,,,,,
360,4 not satisfied sa product kasi hindi naman nagtatgal sa lips nakukuwarin agad akala ko tumatagal,1,0,0,0,Hindi nagtatagal,,,,,,
361,xx eedit ko to sakali mag reply ang seller pinalitan ung mga micro sim ng inorder ko 3pcs pa nmn  hnd po biro ung halaga nun  ps hnd ako mkaadd ng pic at vid mtgal mag submit,0,0,0,1,Pinalitan,,,,,,
362,walang sira naman nung dumating kahit hindi naka bubble wrap i tried ng ilang weeks muna bago maglagay ng ratings mabilis malowbat hindi siya tatagal for one day after 1hr of use lowbat na agad nung bagong dating lang din malakas yung hangin niya,1,1,0,0,Mabilis malowbat and walang sira,,,,,,
363,hays fake di nmn cya mkapet sa labi nattanggal din di cya original n lip balm,1,0,0,0,Fake,,,,,,
364,so dissappinted pang gift ko pa naman un tapos nakalagay sa box damage tapos ang ingay ng tunog di pala kau legit na shop di maayos ang product nyo,1,0,0,0,Damage and maingay,,,,,,
365,naka balot nga pero basang basa  inopen ko yung wee tissue parang tinubigan kaya ngleak ng ganunat ngpunit punit,0,1,0,0,Basang basa,,,,,,
366,grabe naman po kayo super bilis ma lowbat ng battery or sadyang sira lang yung battery na nabigay sakin sana pwedeng ibalik yung item,1,0,0,0,Sadyang sira,,,,,,
367,sa wakas narcv koh n dn ang orders koh thank you seller,0,1,0,0,No aspect but narcv,,,,,,
