Review #,Review,product,delivery,price,service
218,so far okay naman sya maganda yung item thank you kay seller magugustuhan to ng kaibigan ko,1,0,0,1
219,ang ganda super nice worth na worth it ang price i recommend this seller,1,0,1,1
220,okay ganda ng quality l mabilis dumating love it much thanks seller,1,1,0,1
221,thankyou shoppe salamat kasi worth it yung 249 pesos ko salamat,0,0,1,0
222,thank you so much po maganda po bet nung mag asawa,1,0,0,0
223,nice ang packaging and wala syang damage thank you seller,0,0,0,1
224,thank you seller ganda po at ang bilis dumating,1,1,0,1
225,oops sorry for late rate but its super nice i like it so much love it medyo manipis lang iyong pillow but its fine good job thank you seller and delivery man of shoppee,1,0,0,1
226,ang good ng nung product tas maayos ang packaging secure ang pagkakabalot walang damage nung dumating,1,0,0,0
227,shipped immediately maganda quality ng mga products sulit for its price will definitely order again thank you seller thank you shopee,1,0,1,1
228,thank you so much seller ang bilis madeliver ng product and it is well packaged no defect and ang ganda ng product hihi 333,1,1,0,1
229,thank you seller though antagal nila naideliver worth the price thank you seller though antagal nila naideliver worth the price,0,1,1,0
230,thankyou seller and kay kuya driver sobrang ganda legit na legit mabilis din po syang dumating,1,1,0,1
231,good satisfied tlga kse expectation vs reality tlgaat thank you kase good packagingsaka no damagenapakaganda tlga yung itemthank re sellersa good quality nyo,1,0,0,1
232,sobrang sulit sa price napaganda thank you seller more power sa shop niyo,1,0,1,1
233,verry good sana may pa freebies kahit konti,0,0,0,0
234,worth it po yung pag aantay ng parcel dahil ang ganda sobraaa,1,1,0,0
235,okay nman pero mahal pra s price nya compare sa ibang store,0,0,1,0
236,verygood anlaki nya personal kala ko maliit lang sya sa lahat ng na orderan ko ito talaga ung the best ang ganda ng item nya,1,0,0,0
237,nice siya malaki pala thanks seller at kuya rider,1,0,0,1
238,sakto lang sa price nya maganda po and satisfied buyer here,1,0,1,0
239,ang bilis ng shipping ang ganda thank you seller thank you rider,1,1,0,1
240,ang ganda at ang laki pa nagustuhan ng kapatid ko salamat seller for good product,1,0,0,1
241,ang ganda po at malaki ung product thank you seller,1,0,0,1
242,so cute naman po neto maganda at malaki din sya thank you shoppe thank you din po seller,1,0,0,1
243,maganda po sya thank you resseller thank u po kasi sulit yung binayad ko di sya sura thank you po,1,0,1,0
244,maganda sulit ang bayad thankyou seller,1,0,1,1
245,maganda ung quality at mabilis dumating ung order q ty,1,1,0,0
246,all goods naman sana kaso yung unan may punit tapos di ko lang sure ah basta walang hotdog na unan yun kasi yung nasa picture eh pero goods naman sya at legot,1,0,0,0
247,good ganda ng pagka package no damage yung item,1,0,0,0
248,maganda siya sulit na sulit 100 ko thanks seller,1,0,1,1
249,maganda naman overall sira nga lang isang zipper pero super cute thanks po seller,1,0,0,0
250,ang cute po halos kasya pa ang 1 year old ko hehehe kaso napansin ko may konting damage na po siya,1,0,0,0
251,subrang thank you poo ang laki po pala salamat po ng maramii,1,0,0,0
252,good quality mabilis dumating ang itemthank you seller,1,1,0,1
253,ang ganda po ng quality nya  satisfied customer hereeee,1,0,0,0
254,napakaganda napakalaki napakasulit thank you seller,1,0,1,1
255,right color no damage di man nagsend ng pic tulad ng request ko kay supplier pero goods naman dumating sobrang mura nya sa quality nya malaki rin sya kaya sulit na sulit talaga til next time po,1,0,1,0
256,excellent medyo matagal sa pag deliver pero worth it nman super ganda sulit na sulit ung pag order ko,1,1,1,0
257,thank you for the complete items seller ang ganda,1,0,0,1
258,maganda kaso medyo manipis ung mga materials niya pero pwede narin pothanks shoppeee,1,0,0,0
259,maganda sya thankyou shoppee,1,0,0,0
260,thank you ang ganda 5,1,0,0,0
261,maganda pwd dalhin pag nag travel will buy again,1,0,0,0
262,thank you po  nagustuhan ko po,1,0,0,0
263,maganda ang item at sulit salamat seller,1,0,1,1
264,ang ganda nya promise at ang bilis ng delivery thanks sa seller,1,1,0,1
265,super duper ganda wala din damages and malaki siya,1,0,0,0
266,sobrang ganda promise thank youuuuuuuu thank youuuuuuu seller,1,0,0,1
267,sobrang ganda for its price po,1,0,1,0
268,bilis ng delivery thank u seller sa uulitin,0,1,0,1
269,ang ganda po at malki tnk u po,1,0,0,0
270,thank you ang ganda po,1,0,0,0
271,maganda sya thank you,1,0,0,0
272,thankyouuu seller super gandaa and ang laki nyaaaa,1,0,0,1
273,thanks po ang ganda nya,1,0,0,0
274,thanks seller ang ganda niya,1,0,0,1
275,ang ganda pothank you,1,0,0,0
276,maganda sya tsaka malaki super love it,1,0,0,0
277,ang ganda po thank youuu,1,0,0,0
278,ganda thankss seller natuwa ung pinagbigyan ko,1,0,0,1
279,ang gandaaaaa thank you seller,1,0,0,1
280,ang ganda nung item thank you,1,0,0,0
281,good quality ang ganda,1,0,0,0
282,ang ganda ng quality thank you seller,1,0,0,1
283,thank you seller ang gaganda lahat  godbless,1,0,0,1
284,ang ganda nya thank you,1,0,0,0
285,ang ganda slamt seller salmt shopee,1,0,0,0
286,it so big i never expect sa laki niya,1,0,0,0
287,ang ganda thank you sa mabilis na shipping,1,1,0,0
288,salamat shopee seller and rider,0,0,0,0
289,ang ganda thank you seller,1,0,0,1
290,thank you po ang ganda niya,1,0,0,0
291,maganda po maayos na deliver thankyou po,1,1,0,0
292,thank you po  maganda ang quality,1,0,0,0
293,super soft ng tela,1,0,0,0
294,gandaa worth it yung ilang days na pag aantay,1,1,0,0
295,ganda ng items and safe ang pagkakabalot,1,0,0,0
296,worth it sobrang ganda at malaki siya,1,0,1,0
297,maganda sya at malaki thank you po,1,0,0,0
298,ang ganda niya worth it po,1,0,1,0
299,maganda siya worth it nman po sa price,1,0,1,0
300,ang ganda nito thank you seller,1,0,0,1
301,maganda sya good quality,1,0,0,0
302,thank you po subrang ganda ng item,1,0,0,1
303,ang gaganda walang odd na amoy ung mga mask complete lht ng items gustong gsto ng anak ko ung hair clips thanks seller,1,0,0,1
304,nice super suliti will order againsana maraming design na pwede pagpilian,1,0,0,0
305,ok the product are nice and good and also pack well thank you for that ate seller mabait din si kuya delivery thank you,1,1,0,1
306,super cute and mabilis magship si seller very affordable price marami pang choices na pwede ilagay sa hair thank you shopee,1,1,1,1
307,ang ganda po supee cute thank you seller and kay kuya rider godblesss sa inyo buy ulit ako dito ang cute kasi para sa kapatid ko to,1,0,0,1
308,1010 order received thank you kay seller at kuya rider ang cute ng mga clip kaso di na sunod yung isa yellow order ko pero violet naka rating,1,1,0,1
309,very good nagustuhan ng anak ko thank u seller ka mga cute,1,0,0,1
310,very vivid worth sa price niya isa nga lang magkapair,1,0,1,0
311,violet thank you seller ang cute ng mga design at thank you rin sa mabilis na pag ship lalp na pag couirier ay jt nagamit po agad ng anak ko pagpasok sa school thank you po,1,1,0,1
312,ganda ng mga hairclipsnagustuhan ng mga anak kowellpackagedgood quality will order again,1,0,0,0
313,yan siya sana sinama yung lagayan gaya sa picture ipang reregalo ko kasi sana to so ngaun magiicp ako pano ko ito nlng ibabalot ng maganda ang pagbukas kesa ganto lang ibigay ko baka sabhin pinaglumaan lng pero magaganda naman,1,0,0,0
314,complete order po and first time ko umorder dito salamat po sa seller sa uulitin po and sobrang mura po okay naman sya ganda po thank you,1,0,1,1
315,thank you kumpleto at maganda lahat wala din kulang sa order sana makaordrr ulit ako sa sunod ibang kulay naman ng mga ipit,1,0,0,1
316,1010 thanks sa seller ang gaganda ng item kaso nag taka lng ako sa yellow bakit walang kasamang karton hehe pero over all maganda at thumbs up po,1,0,0,1
317,ganda ng designlove it,1,0,0,0
318,10 quality product in affordable price ang ganda ng mga designs and color same na same sa picture i will order again in the future,1,0,1,0
319,very pretty thanks seller  napakaganda lahat,1,0,0,1
320,1010 legit complete at may pasobra pang 1 wipesthank you po,1,0,0,1
321,correct received correct and complete items and variations got them after 7 days after 2 days nagship out okay naman sana kaso may sira yung 1 clip need to improve and packaging ni walang carton for protection,1,1,0,0
322,kompleto naman kaso kakaloka yung pang brush ng toilet mag kaiba ng kulay tapos yung cliff meron gasgas pero buti nalang iyon lang ok nadin atleast kompleto siya at mokang ok naman lahat gamitin po at mabilis din naman ang pag delivery nila at salamat kay kua god bless sa,1,1,0,0
323,goods and cutie naman kaso may isang clip na may damage,1,0,0,0
324,cute po ang mga clips kaso putol lng po ung isa sayang nmn,1,0,0,0
325,ok naman syakaso parehong kulay ung pinadalayellow and purple inorder ko parehong purple dumatingpero maganda nman,0,1,0,0
326,complete order maganda ang quality kaso ang face mask storage sira ang ziplock kay 4star lng muna,1,0,0,0
327,ok nah sana kaso kulang yung mask na inorder ko but ok lang thank you seller,0,0,0,1
328,ok na sana kaso hindi nakabubble wrap buti hindi basag dapat po nkabubble wrap pag ganitong item fragile items ito thank you pa din,0,0,0,0
329,thank you po  kumpleto naman po sya kaso sana hindi po sya siniksik masyado kase nag moist po sya nasiksik sya kaya basabasa tuloy but ok padin naman po still salamat seller and rider,0,0,0,1
330,first time kong mag order sa shop na ito and super legit mga items nilacomplete lahat ng order kowhat you see is what you getmaganda po yung wipes  best for my baby kase wala syang amoy and very soft din syathank you seller and kay kuya ridergodbless po,1,0,0,1
331,cheap but good aanhin mo ang mahal ipampupunas lang din naman as long as hindi nagkakarashes si baby kaya ok po to wipes na to mura and good quality hiyang baby ko kaya salamat seller,1,0,1,1
332,mura na maganda pa at handy dinmalock papang praktical na nanay itong wipes na totnk u seller lahat nakawrap ng maayos,1,0,1,1
333,nice maayos packaging mabilis din thanks seller affordable and sulit talaga more power sa inyo kuddos ng maramiiiii,0,1,1,1
334,tama yung dumating na 5 wipes walang damage medyo natagalan lang sa pagdeliver pero all good naman kaya salamat po love it,1,1,0,0
335,good na good matagal dumating pero ok lang mahalaga walang butas ok naman yung wipes goods naman hindi nagleak yung salamat pa din seller,1,1,0,1
336,goods okay naman po ang items thankyou seller kase complete and safe naman naka dating thanks po seller and rider,1,0,0,1
337,what you see is what you get naman mura pa mabilis ko din na receive ang item responsive si seller kaso kuoang ang item,1,1,1,1
338,1010 oks siya for me mabuti na lang wet pa rin yung wipes may iba kasi na natutuyuan na super helpful nito for sure,1,0,0,0
339,maganda yung product satisfied ako kaya bumili ako ulit ng ganito ang seller naman ang 5star talaga,1,0,0,0
340,salamat po at dumating agad agad na ang munti kung order kahit hindi sya super dami ang bilis lang ng transaction thank you mukhang may nasamang free item pa,0,1,0,1
341,thank you poooo seller tnx po sa uulitin maganda po yung product and mura lang din thanks so much will order again,1,0,1,1
342,ang gaganda ng mga item i will surely order again soon thanks seller and rider keep safe and god bless,1,0,0,1
343,okay naman sya for its price kaso lang wala syang ka amoy amoy hahahahaha mura lang kasi pamahid lang ng kung ano ano,1,0,1,0
344,good product will definitely order again ambilis dumating ng item more discounts in the future thank you seller,1,1,0,1
345,maliliit lang ang sheets nya sobrang wet wipes din sulit sa presyo at ok din naman madami kesa sa iba bibili ako ulit,1,0,1,0
346,secured ang packaging ng wipes kaso such a waste of money no fragrance and poor quality gamitin ko na lang pang punas ng laptop di pwedeng pang face,1,0,0,0
347,thank you ulitkumpleto pa din mga order ko ang gaganda kaya dito na kayo magsipag order madaming product sa store nila,1,0,0,1
348,thank you so much seller securely pack talaga xa kahit isa lang order ko sobranfg affordable tlaga will order more thank you din sa nagdeliver,0,0,1,1
349,ok naman for its price,0,0,1,0
350,okay naman po sya yun nga lang unscented parang tubig lang yung basa nya but still nagagamit pa din naman mura pa sya kaya okay lang,1,0,1,0
351,ang mura lang ng wet wipes pero maganda quality ng product nila fast shipping din kaya perfect salamat seller complete orders,1,1,1,1
352,ayos naman and dependable tlaga everyday,0,0,0,0
353,mabango naman at sulit na para sa presyo thank you seller,1,0,1,1
354,safe na safe yung item at walang kulang order ako ulit pag naubos,0,0,0,0
355,okay nman mura lang po sya eh kaso hindi ko gusto amoy nya eh parang hindi po good for face or for self care kaya ginamit ko na lang sya panglinis ng shoes thanks po,1,0,1,0
356,well packed when i got the item and in goooood condition naman po sya i just hope okay yung mga wipe quality sa loob di nakaka allergy,1,0,0,0
357,dumating n din sa wakas pang everyday use para sa mga anak ko try q pa lng to lung ok sa skin nila mgorder aq ulit kung ok xa,0,0,0,0
358,satisfied with my purchase the baby wipes were very sulit no strong scent plus cheap price pa sakto lang din size,1,0,1,0
359,thankyouu seller naka bubble wrap yung 3psc kong order na wipes super mura ok naman yung ganto g wipes eh sa mga nagtitipid na wais,1,0,1,1
360,good quality and walang scent mabilis din dumating and kumpleto naman lahat ng inorder ko wala ring damageee or butas yung item,1,1,0,0
361,grabe ambilis ma deliver thankyou so much po seller maayos din pag ka pack  secure na secure 2nd time ko na na umorder sa shop nila hehehe,0,1,0,1
362,very worth it for its price at ang bilisng parcel kala ko aabotin ng 2 weeks till next order po salamat ng marami seller at shopee,0,1,1,1
363,cheaper kaysa nabibili sa mga supermarket pero same ng quality very happy with my purchase surely i will add this again to my cart,1,0,1,0
364,sulit sa presyo mabilis madeliver and maayos ang packaging ng mga product thanks seller til next transaction,0,1,1,1
365,lagi akong umorder ng ganitong wipes super sulit and guarantee talaga para sakin satisfied ako sa product na to thank you seller and shopee,1,0,0,1
366,well super satisfied sa binili ko sa murang halaga may baby wipes na grabe the best to ang bilis pa madeliver recommended,1,1,1,0
367,ngayon lang po nakapag rate anyways thank you seller napapangalhati ko na po ang gamit order po ulit next time thank you again,0,0,0,1
368,maganda yung masks although manipis pero good for fashion siya kasi bagay siya sa shape ng mukha yung wipes naman mura and complete thank you seller,1,0,1,1
369,sobrang nakakatipid tlga ko kay shoppee plus mura pa ang products ng seller na to highly recommended i will order again,0,0,1,0
370,thank you po kay sellermaganda po ung mga item na inorder ko oorder po ko ulit sa shop na ito thank you po ulit,1,0,0,1
371,what you see is what you get hindi sobrang mabango pero di naman mabaho used it to clean keyboard phones and salaminn,1,0,0,0
372,thank you shopee and seller for the complete order and good service mabilis ang shipping and okay ang products walang damage hindi ko na maalala kung ilang beses nako umorder sa shop nato super dami na ata legit salamat,1,1,0,1
373,thank you napakaresponsible nyo pogood packaging poh siya walang damage yung order ko at kumpleto pai will order again,0,0,0,1
374,good for its price since mura lang din and medyo hindi ko gusto ang amoy fast delivery din kudos to seller and sa riderrr thank youuu,0,1,1,1
375,maganda yung wipes soft siya at walang amoy very affordable for its price and 80 pieces na siya matagal siyang magagamit nh baby ko,1,0,1,0
376,got my orders wellpacked siya secured na secured makapal yung bubble wrap kaya maganda nice quality thank you seller and kay kuya rider,0,0,0,1
377,excellent quality finally dumating na siya worth the price naman kasi mura lang might buy it again maybe next time thank you seller i loveeeeee iiiiiiiitttttt,1,0,1,1
378,received items complete and accurate nagustuhan ko lahat though socks are medyo manipis pero ok lng for its price may ibang mask pala na putol yong loop but overall ok naman thank seller and rider,1,0,1,1
379,good 5stars as always sa shop na to npaka bilis maq ship ayos pa lahat nq items  order ulit ako late nq maq rate npaka busy lanq,1,1,0,0
380,received items in good condition okay naman dumating lahat ang items complete medyo mahal lang shipping fee thanks seller and shopee,1,1,1,1
381,thanyouuuuuuu shopee and sa seller maayos naman pagkabalot at mabilis din nakarating samin hehe will order again pag naubos,0,1,0,1
382,completee ang orders kooi recommend this wipes natural lang magoorder ulit ako sa susunod medyo matagal lang ang pagship pero okay naman ang items,1,1,0,0
383,madami na naman wipes matagal na ulit to sakin highly recommended shop murang mura lang ang mga products nila maganda pa ang quality thankyou seller order ulit ako sa sunod,1,0,1,1
384,thank you so much sa uulitin napa ganda bilis ng delivery good seller good product and quality,1,1,0,1
385,ok sana ang item kaso pagkabukas ko ng parcel ang dumi ng cover parang may mga uling na dumikit pero ok naman ang laman thank you parin,1,0,0,0
386,ewan ko po kung nalito or naging freebie yung isa pero thank you so much po sulit na sulit bayad sure na oorder ako ulit sa shop na to thank you,0,0,0,1
387,thank you po duntaing ng maayos yung product will order uli,0,0,0,1
388,maganda quality nitong wet wipes ginamit ko na agad sa kung saan great buy nag leak lang yung tubig sa parcel kasi ang higpit ng pagkakapack ni seller pero ok lang basa padin naman sya hahaha 5,1,0,0,0
389,complete and in good condition naman siya nung dumating for our fur babies po ito sakto dating paubos na yung huling pack namin ng wiper thank you seller,1,0,0,1
390,ang ganda nung item sobra at saka eto legit na matibay magaan at hindi talaga saya yung pera mo i highly recommend this product sobra,1,0,0,0
391,mabilis naman mg deliver kaya lang nasisiksik masyado sa bubble wrap kaya gusto gusot na ng dumating di ko pa na try gamitin  pag maganda order na lang ulit mas ok pag hindi maramihan kasi mas mataas ang shipping fee pag dumadami,0,1,0,0
392,maganda po syaaa tamang pamunas lang ng pawis at mainit ahahahaha salamat po mabilis din dumating sa uulitin po thank youuu,1,1,0,0
393,kompleto orders sana yung wipes walang tagas kasi yung nauna ko nabili tumatagas kapag nakatagilid eh salamat seller at shoppe,1,0,0,1
394,2nd time ko na magorder dito and i will order again soon thank you sellerrrrr ang ganda ng product at mura paaaaa,1,0,1,1
395,ok ang order ko kumpleto naman mabilis pa ang shipping salamat seller salamat shopee sa voucher will order again,0,1,0,1
396,malambot yung wipes tapos alcohol free and scentless talaga siya got this for 13 pesos lang mabilis din na ship out at na deliver thank u seller will order again,1,1,1,1
397,super ganda bheeeee bibili ako ulit dito,1,0,0,0
398,order recieve ok po ung items nka bubble wrap and walang leak bait din ni kuya rider thank you sellerorder po ako ulit pag naubosworth it ung 13 pesos,1,0,1,1
399,what you see is what you get quality wipes for its price also very nice kapag gamit kasi just like expensive ones,1,0,1,0
400,for very affordable price thank you so much magorder ulet ako nito for everyday use ko to lalo na sa mga puppy pangpuns sa kanila thank you po,0,0,1,1
401,items received are complete no damage dahil maganda ang pagkabalot mura na at mabilis pa ang pagship ng order thank you po sa seller i will order again soon god bless po,1,1,1,1
402,thank you dahil maayos at tama ang item na pinadala sa akin sa susunod na order ko ulit sana ganto pa rin maayos at tama ang maibigay na item,1,0,0,1
403,wellpacked excellent quality maganda po yung items na na received ko in its lowest prices thank you seller will order again soon,1,0,1,1
404,well packed at walang leaked secured din ang pagkakabalot order ulit ako pag naubos mabait din rider salamat seller,0,0,0,1
405,item received na kumpleto walang labis walang kulang sakto lang maganda ang quality order to nang kapatid ko okay daw sa kanya,1,0,0,0
406,yey thanks seller ang ganda ng item oorder po ulit ako sa susunod order na din kayo dito sa shop na to sulit salamat po,1,0,0,1
407,nakabubble wrap po at complete order received mura lang at mabilis din naideliever maraming salamat seller at sa ngdeliver,0,1,1,1
408,affordable as in and wrap pa so secured talaga although wala syang amoy since mura lang naman sulit na will order again,1,0,1,0
409,been using this wipes for months pero ito parang iba yung packaging pero ok lang ok pa din qualoty when i checked,1,0,0,0
410,very nice at subok ko na po tlga itong brand ng wipes para s mga anak komaayos at complete ang order ko,1,0,0,0
411,sobrang mura pero mganda hnd xa dry ok nman ky baby ko no need to buy expensive na wipes salamat seller salamat shooppeee,1,0,1,1
412,sobrang ayos ng packaging i havent used the item yet,0,0,0,0
413,murang mura pero maganda ang quality bibili ulit ako sa susunod sa shop na to ang bilis din mag ship kasi nila more orders to come pa po sa shop nyo,1,1,1,0
414,na received ko na lahat ng order ko na mask and everything is complete talaga walang kulang ang ganda ng quality ng mask talaga oorder ako ulit soon thank you,1,0,0,0
415,mura at soft maganda po,1,0,1,0
416,ok naman po yung item sulit po sa presyong murang mura thank you sa seller at kay kuyang rider,1,0,1,1
417,this product is good for its price murang mura thank you seller dahil ang mura po ng mga items ninyo will order again soon,1,0,1,1
418,thank you so much seller i will order again hehehehe ganda ng pagkapackage nya balot balot god bless to the store mga madaammm,0,0,0,1
419,ganda ng mga mask na nabili ko and correct color din mga dumating recommended shop ko to thank youu for fast delivery seller,1,1,0,1
420,maganda yung product sulit sa price,1,0,1,0
421,mura at fast delivery dito ulet ako oorder next time thanks seller at delivery man kahit maulan naideliver bago mag gabi,0,1,1,1
422,okay naman kaso hindi nasunod yung order ko wala ung wet wipes na order ko tapos pinalitan ng flash light and dinagdagan ng face mask parang yun yung pinalit sa order kong wet wipes kya 4 star lang at matagal madeliver halos abutin ng 2weeks bago makarating sakin,0,1,0,1
423,ok ung quality sa price kaso may isang may crack na glass container pero keri na kasi hassle pa ipapalit thanks seller,1,0,1,1
424,platic sa labas maganda din naman sya kaso plastic sa labas parang happy diaper na nabili sa labas pero absorbent sya at maganda kasi d naman nag rashes si baby ko yun lang na chat ko si seller na pang girl ibigay sa akin at magkaiba sanang design kasi blue,1,0,0,1
425,okay naman yung diaper kaso mali lang ng size yung nabigay ni seller ang liit na sa baby ko sana next time double check nalang,1,0,0,1
426,ok sna sya ksi hnd plastic kaso lng mdli sya mapuno ksi manipis lng tpos ntatagosan dn si baby pero ok n rn for the price,1,0,1,0
427,ok n sana ung presyo nia kaso nde mabilis matnggl ung magic tape,0,0,1,0
428,ok po yung quality sakto din ang bilang na send sa akin kaso yung brown cat iba sa pic pero ok lng pang boy pa din kasya toh sa 2 months baby boy ko,1,0,0,0
429,second time to order in this shop mabilis naman ang shipment a bit disappointed kc mali ung isang order ko yellow bee ang order ko pero orange tiger ang dmting tho pede naman sya ibalik kaso hassle pa at sayang oras d rin maasikaso pero ok ang quality sulit na,1,1,1,0
430,okay naman ung baby sock kaso di nasunod gusto kong kulay and wala man lang abiso si seller na magpapalit ng kulay blue talaga gusto ko,1,0,0,1
431,cute mali yung isang design i order pink bear ang pinadala ay yung bunny na may heart maganda naman kaso di lang nag inform si seller na may pinalitan siya,1,0,0,1
432,ok nman sana kaso dpat red and blue ang order namin na footbal socks pero puro red ang dumating,0,0,0,0
433,nasunod naman ung mga color ng order ko maliban sa isa yung sock na frog style iba ung nabigay na style and design na frog dun kasi sa pic na order ko green ung color and stripe ung design nya kaso ang nabigay sakin is polka dots naman ung style,0,0,0,0
434,mganda ung mittens at shoes kaso ung cap ang pangit wla nmn yun s choices at basta basta lng nlagay ndi man lng pinlastic ng maayos gusot gusot pa,1,0,0,0
435,ang cute po kaso red dumating blue un inorder kowell anyway maganda na mn xa,1,0,0,0
436,nice all items ordered are completely delivered cute designs nya and sakto lang tela kaso parang maluwag lang ung sa garter part parang hindi sya kakapit sa legs ng baby,1,0,0,0
437,nice ung itsura kaso di inside out ung design,1,0,0,0
438,inorder ko sya 05152022 dumating sya 05182022 3days ako nag hintay ganda naman sya kahit mumurahin kaso ung black na sunglasses may gasgas e sya na kaonti salamat kay seller nag send muna sya bago shipping at kay kua rider salamat din po,1,1,1,1
439,good maganda ang sunglasseskaso na dismaya ako sa rider dahil tamad mag hatid sa door3th floor ako binaba ko nalng at i niwan saglit ang baby ko para kunin ung order kosabi pa nya tumawag maam kanina pa ako nag antay s babakaka luka,1,0,0,1
440,love it kaso may isang sira na glasses pero okay na din hehe nabasag ata while in transit,1,0,0,0
441,maganda naman quality kaso gusot lang saka may kunti tapos may butas yung pag ka package nung dating pero all goods naman,1,0,0,0
442,i already recieve my parcel and maling size yung dumating yung color violet 39 kasi dapat yun kaso 40 dumating malaki sakin tas yung color red ang laki din di kasya sa kapatid ko hahaysttt pero salamat paren,0,0,0,0
443,ang bilis dumating kudos kay seller kahapon ko lang sya inorder and eto naaaa ok naman po sya kaso super nipis if you are going to use this for running hndi kaya maybe for light jogwalk ok na and for aesthetic too i think haha sana maglast until makabili ng,1,1,0,1
444,sobrang ganda yung sapatos complete orders pati yung free sock nya meron din thank you shoppe thank you seller salamat ng marami oorder ako ulit,1,0,0,1
445,thank youu seller and kay kuya na nagdeliver,0,0,0,1
446,im satisfied with the products kasya nman lahat and maganda yung item thank you kay seller mabilis yung delivery,1,1,0,1
447,super maganda ang shoes nato i love it,1,0,0,0
448,magaan sakto lang sa price comfy and true to size,1,0,1,0
449,it was delivered so fast kesa expected ko po maganda at masarap in our feet kapag isinuot sakto ang size for me recpmmendable this store definitely will order again,1,1,0,0
450,9 thank you ang bilis dumating at nagustuhan k tlga mura lang sakto lang sa price niya cute siya nag send pa si seller ng picture before shift,1,1,1,1
451,good ang cute tama lang gamitin pangwork maganda kc di masikip sa paa thank u seller and rider,1,0,0,1
452,good tnk you seller and mr rider s mbilis n delivery,0,1,0,1
453,so far ok naman maganda magaan syang dallhin comfortable naman ako and gusto ko yung pagka black nya sakto sa sized ko ung inorder ko,1,0,0,0
454,good first time kung omorder at maganda siya thank you seller,1,0,0,1
455,very good domating na po items ko sulit pgkabili ko ang mura nya pero ang ganda ng product salmat seller at suki na rider,1,0,1,1
456,710 so acceptable namn kasi sa price hinde mahal sakto rin ang parang white parang styrofoam pero upgraded hahaha basta uy palita lng,0,0,1,0
457,sa tingin q parang magaan at presko syang isuotthank you seller at sa shoppe and also to courier,1,0,0,1
458,maganda yung shoes as you can see po,1,0,0,0
459,manipis syaperu maganda sa paa magaan tsaka malambot swak n swak pa sa budget thank you seller and kuya rider,1,0,1,1
460,ang ganda worth it ang 80 pesos mo my pang duty na ko sana lang mag tagal to pra di palit ng palit ang bilis dn napadala ni seller,1,1,1,1
461,thank you seller and sa rider 2nd order ko n ito comfortable suotin mura pa,1,0,1,1
462,thank you seller ang ganda po ng shoes magaan lng sa paa saka ang bilis po mag deliver thank din kay kuya din rider,1,1,0,1
463,thank you to the reseller nice shoes very comfortable also to the delivery man thank you for the deliver na maayos full pack,1,1,0,1
464,pwede narin maganda siya nagustuhan ng anak ko sa uulitin seller thanks at sa shopee,1,0,0,1
465,ganda po thanks sa seller and kuya rider order ako ulit,0,0,0,1
466,maraming salamat seller at tama yung colors and sizes,0,0,0,1
467,thanks seller ang bilis 1day lng nasa aken n itemthanks rin s riders,0,1,0,1
468,maganda talaga siya at perfect panggala thank you seller sa uulitin,1,0,0,1
469,okay namn sya kaso medjo may konting sira pero all in all sulit namn for its price,1,0,1,0
470,910 bilis nya dumating thank you seller and godbless,0,1,0,1
471,tela pangteen ager dating jope matibay ito though mura naman thanks po,1,0,1,0
472,ok ok nman sya maganda kasyang kasya sa akin salamat shoppee at sa delivery rider,1,0,0,1
473,seller gudeve ok naman mga items at saka maganda ung package kaso my isa na mansa discoloration pero overall ok naman,1,0,0,1
474,maganda yung shoes kaso mali lang yun color na deliver yung inorder ko po black red pero nakarating sa akin black violet pero ok lang naman po nagustuhan ko yung shoes sana magamit ko ng matagal hehe thanks,1,0,0,0
475,maganda sya at mabilis na naideliver kaso ganon ba talaga ang packaging napitpit kasi yung sapatos dapat sana lagyan ng papel sa loob o anything para mas maging maayos but to sum it all it was good,1,1,0,0
476,white okay naman kaso yung e no order ko ay black tapos ang dumating white pero okay lang na gustohan ko naman yung white,0,0,0,0
477,goods naman siya kaso black ang order ko ang dumating whiteexpected ko talaga ay black hindi po whitenext time po pakiayos po ng productoverall naman po ay goods siya sa color lang po talaga nagkataloand mabait po ang sellerthank you po,0,0,0,1
478,okay naman sana kaso mali ang color na naideliver thank you pa rin seller sana next tama na po,0,0,0,1
479,maganda malambot maayos dumating ang item kaso mali ang isang size ang order ko 2 medium ang dumating isang large 1 medium pero ok lang maganda naman thank you pa din seller at kuya rider,1,0,0,1
480,best mtibay png mall 2nd time na tomganada tlgakso ok na sana kaso mali ung size nung isa dpat puro medium lang kso large napadala buti nlbgn mdyo ksya panamn,1,0,0,0
481,okay naman yung quality kaso maling kulay ang pinadala sakin imbes na pink black ang pinadala,1,0,0,0
482,good okay langgggggg kaso medyo maluwag wll buy again,1,0,0,0
483,great okay na sanakaso mali yung binigay na stock imbes medium lahat may large na nilagay and maliit waistline ko medyo maluwag na sya next time make sure your stocks are still available para sakto ang order,0,0,0,0
484,good ang ganda nung mga items and ang mukang comfy suotin yung underwear kaso si seller ang sungit although nagsabe lang ako na wala pang attempt for deliver kasi naka marked as attempt to deliver na si courier,1,0,0,1
485,silk okay naman quality for its price kaso di man lang nag inform yung seller na ibang color pala darating,1,0,1,1
486,very nicee maganda quality niya kaso mali lang yung size nung isang item order ko medium kasi yung isa large,1,0,0,0
487,received oks naman siya kaso lang hindi maayos packaging,0,0,0,0
