Review #,Review,product,delivery,price,service,explanation,,,,,
227,ang gandaaaaa bilis din dumating just ordered it on 915 sale and and received it today 916 thank you so much seller and shopee will order again,1,1,0,0,'ang gandaaaaa' refers to the product. 'bilis din dumating' is about delivery speed.,,,,,
228,very good ok na ok naman po at hindi sayang ang pera thanks sa seller,1,0,1,0,'ok na ok naman po' refers to product. 'hindi sayang ang pera' relates to the price.,,,,,
229,grabe tapaka ganda ng item tapos ligit pa na original yung bag trust me guys napaka ganda di kayo mag sisi sulit yong price nya at tska ang tahi ng bag napaka ayos i give star this product,1,0,1,0,'grabe tapaka ganda ng item tapos ligit pa na original yung bag trust me guys napaka ganda di kayo mag sisi' all talk about the product qualities. 'sulit yong price nya at tska ang tahi ng bag napaka ayos' about the price.,,,,,
230,sobrang ganda and sobrang bilis lang dumating salamat seller sa magandang transaction bumili ulit ako ng pang 2nd bag ko hehe 100 satisfied and legit to promise guys,1,1,0,0,'sobrang ganda' relates to product. 'sobrang bilis lang dumating' is about delivery.,,,,,
231,matagal bagodumating pero sulit nmn kc maganda thankyous much,1,1,0,0,'maganda' related to product aspects. 'matagal bagodumating' mentions delivery time.,,,,,
232,correct color highly recommended ko ang seller na ito this was my 2nd time to buy fr them thanks seller shopee and the rider,0,0,0,0,No clear product/delivery/price aspects. Recommending the seller falls outside defined aspects.,,,,,
233,thank youuu seller na enjoy and na amaze talaga ako sa mystery item na tanggap ko unexpected maraming salamat,1,0,0,0,'na enjoy and na amaze talaga ako sa mystery item na tanggap ko unexpected' pertains to product,,,,,
234,ok mgnda pangalawang order qoh n to kla qoh my pafree prn,0,0,0,0,Mentions it's a second order. No direct aspects related to the item itself are present in the review,,,,,
235,swear guys ang ganda ng quality ng payong ayos na ayos ang kapal ng pagka tela nya,1,0,0,0,"'ang ganda ng quality ng payong ayos na ayos ang kapal ng pagka tela nya' discusses product material and quality, relating to product.",,,,,
236,fast delivery secured packaging  complete items already installed and it is working hopefully magtagal sya,1,1,0,0,'complete items already installed and it is working hopefully magtagal sya' -relates to product aspects  'fast delivery secured packaging' is about delivery.,,,,,
237,nice item and sulit sa price nya nabili ko nung 66 after 2days deliver na agadbibili ulit ako sa store na ito,1,1,1,0,"'nice item' relates to the product,  'sulit sa price nya' mentions the price, and 'after 2days deliver na agad' is about delivery time.",,,,,
238,maganda cya maliit lang nail polish pero okay cya sa price i will buy again,1,0,1,0,'maganda cya maliit lang nail polish' talks about the product's characteristics and size.  'okay cya sa price' focuses on its price,,,,,
239,ang gaganda pocomplete po and tama po lahatthank u pooorder po ako ulit,1,0,0,0,'ang gaganda pocomplete po and tama po lahat' this mentions the product quality and completeness,,,,,
240,maganda po at ginagamit namin for business namin thankyou po nareceive agad will order again if need heheheheheh,1,1,0,0,'maganda po' mentions the product quality 'nareceive agad' talks about delivery,,,,,
241,plug and play lang siya medyo nakakatakot lang tanggalin cover ng filter kasi ang fragile nung plastic parang madali maputol yung lock overall okay naman siya hindi lang eng yung remote so itest niyo nalang lahat ng buttons hanggang makabisado update ko if may effectchanges sa ar ng gf,1,0,0,0,plug and play lang siya medyo nakakatakot lang tanggalin cover ng filter kasi ang fragile nung plastic parang madali maputol yung lock overall okay naman siya hindi lang eng yung remote so itest niyo nalang lahat ng buttons hanggang makabisado' talks about product qualities and issues.,,,,,
242,good thank you seller i got my order today fast shipping and very durable item for only 128 pesos i have a good quality umbrella definitely i will order again i will recommend u to my friends,1,1,1,0,"'very durable item' and 'a good quality umbrella' pertains to the product. 'fast shipping' refers to delivery. the fact that it's 'for only 128 pesos' comments about price.""",,,,,
243,medyo manipis lang pero mahaba madikit din thank you second time ko na umorder,1,0,0,0,'medyo manipis lang pero mahaba madikit din' pertains to product qualities,,,,,
244,good well packaged at ang bilis nya dumating infairness wala namang sira and all sana tumagal lang buhay neto hahapede na ako magvlog chariz,1,1,0,0,'well packaged at ang bilis nya dumating infairness wala namang sira and all' relates to delivery.  'sana tumagal lang buhay neto' talks about potential product durability,,,,,
245,grabe sulit yung nakuha ko mouse at mousepad yung wireless earphone nga lang di gumagana pero okay lang sulit na sa excitement yung bayad thank you seller sa uulitin,1,0,1,0,'sulit yung nakuha ko mouse at mousepad yung wireless earphone nga lang di gumagana pero okay lang' pertains to product - working and non-working item. 'sulit na sa excitement yung bayad' - about the price,,,,,
246,matagal na deliver pero ung the best is legit ung tumbler ang mura ko lng sya nkuha ang laki pala nito im very satisfied customer goods lhat ng order ko pati ung mask and wipes dn thank yyou sure n oorder ako ulit,1,1,1,0,'legit ung tumbler' and  'ang laki pala nito' pertains to the product qualities. 'matagal na deliver' - delivery time 'ang mura ko lng sya nkuha' mentions the price,,,,,
247,best purchase medyo madumi na kasi nagamit ko na sa travel namin last holy week mwehehehe mabilis lang din maship tysm seller,1,1,0,0,'best purchase' implies the quality of the product 'mabilis lang din maship' pertains to delivery,,,,,
248,maganda quality well packed at mabilis na deliver,1,1,0,0,'maganda quality' relates to the product. 'well packed at mabilis na deliver' is about delivery,,,,,
249,the product is good and i like it salamat kay seller at sa rider mabilis nadeliver tsaka mabait si kuya keep it up more sale,1,1,0,0,'the product is good and i like it' is about product quality 'mabilis nadeliver' mentions delivery,,,,,
250,ganda ng quality ng product no damage gumagana sya wellpacked nayupi lang yung box baka sa carrier na yun but its okay ang importante walang basagsira at gumagana sya also nareply din si seller kapag nagchat ka ang bilis pa dumating hihi thankyou po,1,1,0,1,'ganda ng quality ng product no damage gumagana sya' pertains to product quality. 'nareply din si seller kapag nagchat ka' pertains to the service of seller 'wellpacked nayupi lang yung box baka sa carrier na yun' is related to delivery. 'ang bilis pa dumating' is about delivery time,,,,,
251,good quality for its price kahit manipis fast shipment and delivery choose jt its cheaper than other shops seller sends photo before shipout will recommend this,1,1,1,0,"'good quality for its price' and 'kahit manipis' pertains to product. 'fast shipment and delivery' relates to delivery, 'its cheaper than other shops' tells about price",,,,,
252,ok order received no damages its packed also nice appearance quality and colour tinanggal ata yung number ng size burado na eh tas iba naman to sa nauna kong order maganda yung isa kasya dito thats all thank you,1,1,0,0,"'nice appearance quality and colour tinanggal ata yung number ng size burado na eh tas iba naman to sa nauna kong order maganda yung isa kasya dito' all details about product, while 'no damages its packed also' focuses on delivery.",,,,,
253,color and the size excellent po sana star kaso d naayos yung pag pack gasgas yung screen at malabo camera but totally good thank you seller at sa delivery boy wala po connect video for coints lang po,1,1,0,0,"'color and the size excellent po' good about product and features. 'd naayos yung pag pack gasgas yung screen at malabo camera but totally good' describes delivery quality, though with a negative",,,,,
254,magada ung quality parang original magaan din sa paa at hndi masakit very worth it ung pera nyo thank you seller happy customer,1,0,1,0,'magada ung quality parang original magaan din sa paa at hndi masakit' details about the product. 'very worth it ung pera nyo' talks about price point,,,,,
255,ang gandaa 2nd time ko umorder d2 sa shop n toh sobrang sulit thank u seller,1,0,0,0,'ang gandaa' means the product is very good,,,,,
256,kasya po siya sa bag ko worth it po thank you seller,1,0,1,0,"'kasya po siya sa bag ko' gives details about product, 'worth it po' talks about the price.",,,,,
257,ano ba irarate ko dito 10 stars napaka worth it nya kasi sa 77 petot maganda sya mga ses hindi nakkapang sisi may pang pang joggingworkout kana bait pa ni seller responsive sa chat i request to send pic at nagsend nga sya,1,0,1,1,"'maganda sya' refers to quality of product 'napakaworth it' means good price, and 'bait pa ni seller responsive sa chat i request to send pic at nagsend nga sya' tells about seller support",,,,,
258,bet na bet ko to of all my orderspati kapatid ko na inggit kaso isa lang inorder ko ganda tlga pwedeng pang giftelegante ang packaging safe tlgang ma rereceive mo thumbs up to the seller,1,0,0,0,'ganda tlga pwedeng pang giftelegante ang packaging' talks about the product quality.,,,,,
259,maganda sya pagdting sinuot ko na thanks sellet,1,0,0,0,'maganda sya' means the product is good,,,,,
260,thank u so much poi love itwell pack and sana po tumagal sya salamat and godbless po,1,1,0,0,'love itwell pack ' implies the product is good and well-packed,,,,,
261,maganda tela nakuha kona medyo na delay lang sa pag ship pero nung to recieved na dumating agad ng isang araw sakto lang sa akin hindi bitin hindi lampas order ulit ako black at navy blue naman salamat nga pala sa nagdeliver ng mga order namin dito,1,1,0,0,'maganda tela nakuha kona' is good about product quality. 'medyo na delay lang sa pag ship pero nung to recieved na dumating agad ng isang araw' talks about delivery,,,,,
262,ang ganda nyaaaaa bilis din ng delivery thank you so much may masusuot nako sa party namen sa march 5,1,1,0,0,"'ang ganda nyaaaaa' pertains the product, 'bilis din ng delivery' implies delivery quality",,,,,
263,ayos lang gamitin salamat seller shoppee and kay kuyang nagdeliver,0,0,0,0,"Simple acknowledgement. No clear product, delivery, or price aspects.",,,,,
264,maganda sya pero mali color ng isa blue po dapatmagugustuhan ng kiddos ko to para sa school,1,0,0,0,'maganda sya pero mali color ng isa blue po dapat' pertains the product,,,,,
265,omgggg ang ganda very minimal lang pero napaka classy ng design sana tumagal talaga ang init at lamig nito as indicated in the description overall im satisfied ill edit nalang my review if na try ko na gamitin thank youuu,1,0,0,0,'omgggg ang ganda very minimal lang pero napaka classy ng design sana tumagal talaga ang init at lamig nito' pertains the product,,,,,
266,very good hello po seller sakto lang po pala sa baby ko akala ko malaki na yung size 23 sa 1yr and 10months pero sakto lqng pala sakanya sobrang ganda po nang shoes thank you seller will order again,1,0,0,0,'sakto lang po pala sa baby ko sakala ko malaki na yung size 23 sa 1yr and 10months pero sakto lqng pala sakanya sobrang ganda po nang shoes' refers to product quality and suitability,,,,,
267,thank you so much maganda po and very accomodating si seller ngsesend pic itam pagna ship na,1,0,0,1,'maganda po' pertains to product and 'very accomodating si seller ngsesend pic itam pagna ship na' refers to seller support,,,,,
268,yung black eyeliner order ko walang ink,1,0,0,0,'yung black eyeliner order ko walang ink' product,,,,,
269,amoy alcohol sayang pera kooo huhu pangit ambaho so pangit talaga like for real guys pangit parang alcohol yung amoy na masakit sa ulo huhu di naman amoy sweet wala akong na aamoy na vanilla shems guys i suggest na bumili kayo sa ibang shop or dont buy mga mura,1,0,1,0,'amoy alcohol sayang pera kooo huhu pangit ambaho so pangit talaga like for real guys pangit parang alcohol yung amoy na masakit sa ulo huhu di naman amoy sweet wala akong na aamoy na vanilla shems guys i suggest na bumili kayo sa ibang shop or dont buy mga mura''- product/smell quality. Includes also about price.,,,,,
270,i love the color kaya din ito binili ko kasi may dark sya sa loob talagang di tatagos yung init malaki din sya kasya tatlo i think hahaha worth it,1,0,1,0,"'i love the color kaya din ito binili ko kasi may dark sya sa loob talagang di tatagos yung init malaki din sya kasya tatlo i think hahaha' - is product-related. 'worth it' - price related""",,,,,
271,got my order cute size pala tagala siya and iba sa display picture may mirror pero ung dumating na item sakin wala pero okay naman,1,0,0,0,"'got my order cute size pala tagala siya and iba sa display picture may mirror pero ung dumating na item sakin wala pero okay naman' talks about the product - differences, missing item.",,,,,
272,havent tried on my lashes yet small tube pero it looks like it would go a long way naman fine ang pag apply ng product sa skin ko so im hoping na it would hold my lashes upward rin,1,0,0,0,"The review discusses the product ('small tube', 'fine ang pag apply ng product sa skin ko') and its potential use.",,,,,
273,good quality  nasusunod yong kolay na inorder kosalamat sa reseller nag send muna ng picture bago ipack thank you,1,0,0,1,"'good quality nasusunod yong kolay na inorder ko' is about product, ' nag send muna ng picture bago ipack' is seller service",,,,,
274,thank you seller ang ganda po thank you shopeethank you rider keep safe po,1,0,0,0,'ang ganda po' which is related to the product,,,,,
275,good i like the size and its color sakto sa mga bag na maliit,1,0,0,0,'i like the size and its color sakto sa mga bag na maliit' meaning of product,,,,,
276,nakita ko mura try ko nga hehe salamat sa mabilis na shipping at delivery ang daming magagandang crunchies will buy again next time,1,1,1,0,"'mura' means it relates to the price, 'salamat sa mabilis na shipping at delivery' to the delivery, 'ang daming magagandang crunchies' details the product",,,,,
277,mukhang matibay po ang product na ito surely i will buy on my next purchase sa shop na ito ibang kulay naman ang bibilhin ko,1,0,0,0,'mukhang matibay po ang product na ito' talks about product potential durability,,,,,
278,legit maganda ang quality at mabilis ang shipping recommended shop thank you seller,1,1,0,0,'legit maganda ang quality' about the product and 'mabilis ang shipping' tells about delivery,,,,,
279,good ordered received thanks to seller maganda po yung item working naman yung pag kapack lng sablay wlng bubblewrap nayupi ung box buti d na damage yung item hay slmt po uli,1,1,0,0,'maganda po yung item working naman' pertains to the product  ''yung pag kapack lng sablay wlng bubblewrap nayupi ung box buti d na damage yung item' pertains to delivery,,,,,
280,the shoes is good though manipis kaya madali masira pero it justify naman the price thanks seller love love love love love love love love love love love the the the the product product,1,0,1,0,"'the shoes is good though manipis kaya madali masira pero it justify naman the price ' -product quality, and value for money(price) related.",,,,,
281,video not relatedok naman legit naman kahit hindi original tama lang talaga sa price thank you sholee thank you selker and tkank you kuya rider,0,0,1,0,'tama lang talaga sa price' meaning price related. No other aspect found.,,,,,
282,thank you seller ang ganda ng mga items nyo talaga ang bilis din dumating at responsive si seller until next budol thanx,1,1,0,1,"'ang ganda ng mga items nyo talaga' talks about the quality of the product, 'ang bilis din dumating' the delivery and 'responsive si seller' concerns the seller",,,,,
283,good day manganda ang quality ng mga sandals and slipper po nagustuhan po namin so soft iyong tapakan very responsive po si seller though may lacking po na item madali naman po narefund di na aabot ng days god bless po seller oorder po kami ulit po thank you,1,0,0,1,'manganda ang quality ng mga sandals and slipper po nagustuhan po namin so soft iyong tapakan' pertains the quality of the product and 'very responsive po si seller though may lacking po na item madali naman po narefund' which tells about the seller,,,,,
284,my 5th time to order this item from this shop never fail to amaze me complete items and tama lahat ng colors  sizes mag 50 pairs na ata na order ko manganito dro  hehe sulit,1,0,0,0,'complete items and tama lahat ng colors sizes mag 50 pairs na ata na order ko' relates to the product being on point,,,,,
285,na receive na po walang damage na try ko na rin at gumagana thank you very po seller,1,1,0,0,"'na receive na po walang damage' mentions delivery quality, and 'na try ko na rin at gumagana' product working properly",,,,,
286,okay naman yung item magandang ang tela at walang damage but the seller sent the wrong size,1,1,0,0,"'magandang ang tela at walang damage' - product quality, and delivery without damage.  'the seller sent the wrong size' pertains to the product received.",,,,,
287,what you see is what you get maliit yung sizing niya my brother chose large but turns out na mas maliit siya as expected kaya binigay niya nalang sa little brother namin im telling you that you should consider putting extra sa pag pili na size if youre taller and,1,0,0,0,'maliit yung sizing niya my brother chose large but turns out na mas maliit siya as expected kaya binigay niya nalang sa little brother namin' the detail of the product and the size being incorrect,,,,,
288,maganda maganda siya guys mabango subra then long lasting talaga siya order na kayo guys promise mabango talaga,1,0,0,0,"'maganda maganda siya guys mabango subra then long lasting talaga siya 'tells about the product, it has a nice smell and is long lasting",,,,,
289,super cuty sa personal medyo malaki pa sya sa 2 year ild baby q peru ok lng para matagal pa magamit,1,0,0,0,The review mentions the product ('super cuty sa personal') and its size ('medyo malaki pa sya sa 2 year ild baby q'). This relates to product aspects.,,,,,
290,gaanda sobra solid pag order sainyo tama ang color at size sa uulitin,1,0,0,0,'gaanda sobra solid pag order sainyo tama ang color at size sa uulitin' is all about the product,,,,,
291,thankyou thankyouthankyou seller ang gaganda no damage i will surely buy again diniyoko binigo and ang ganda ng quality ng mga nails ang bait pa ni kuya nanag deliver,1,1,0,1,"'ang gaganda no damage i will surely buy again diniyoko binigo and ang ganda ng quality ng mga nails ' refers to the product, ' ang bait pa ni kuya nanag deliver' is the support delivery",,,,,
292,cotton mukang matibay maayos dumating at mabiis naship complete orders magaganda po lhat thanks seller at kuya rider,1,1,0,0,"'cotton mukang matibay' , 'complete orders magaganda po lhat' referring the product ''maayos dumating at mabiis naship'' meaning delivery",,,,,
293,malakas siya kahit naka level 1 at kahit maliit siya,1,0,0,0,'malakas siya kahit naka level 1 at kahit maliit siya' pertains the product - good performance despite small size,,,,,
294,low qualitydi nakapit sa lips,1,0,0,0,'low qualitydi nakapit sa lips' talks about the product bad quality,,,,,
295,i received violet instead of pink nonetheless the quality is great  fave panty ko to tbh sooo buy na 33 i swear by this,1,0,0,0,'i received violet instead of pink nonetheless the quality is great fave panty ko to' which means that the product received has good quality despite the wrong color.,,,,,
296,okay naman sya kaso di ko expect na wala palang hotdog pillow yung para sa tagiliran ni baby cguro hindi ko lang na check pag order ko but maganda naman yung product as in sakto din yung design na binigay tapos malaki rin kasya c baby kahit umabot ng one,1,0,0,0,"'maganda naman yung product as in sakto din yung design na binigay tapos malaki rin kasya c baby kahit umabot ng one' the product is good, appropriate design and it is big",,,,,
297,good quality na kasya sa anak ko maganda,1,0,0,0,'good quality na kasya sa anak ko maganda' the product has good quality for the price,,,,,
298,good di napicturan ang product hiningi ng pinsan ko hahaha nagandahan kaya order nalang ulit salamat shopee seller and delivery courier,1,0,0,0,"The review talks about the product, with the pinsan liking the product; hence relating to product",,,,,
299,all occasions not worth my time please bigyan nyo nalang ako ng coins ang arte hindi daw na meet standards eme,0,0,0,0,No aspect found.,,,,,
300,akala ko mga cheap na fake nails lang sya yung tipong fade ung colors pero yun mismo yung color na nasa pic un talagawhat you see is what you get talagamabait pa si sellerwill order again wala lang kase stocks yung mga bet ko pang iba color and design eh,1,0,0,1,"'akala ko mga cheap na fake nails lang sya yung tipong fade ung colors pero yun mismo yung color na nasa pic un talagawhat you see is what you get talagamabait pa si sellerwill order again wala lang kase stocks yung mga bet ko pang iba color and design eh' about the product, with the actual being the same as advertised and ' mabait pa si seller'",,,,,
301,excellent quality parang gusto ko umorder again ng white  thank you again seller will order again,1,0,0,1,Quality feedback and service mention.,,,,,
302,sakto rin ito sa anak ko mukhang matibay namansalamat sa seller and shoppe ww will order again for our spare slippers,1,0,0,1,product feedback & service mention.,,,,,
303,poor not recommended shop sira yung kabilang side ng fan hindi umaandar hindi rin reponsibe si seller nakailang araw akong chat ng chat sakanya puro automated chat lang ang reply sakin nakaka disappoint dahil excited pa naman ang anak ko gamitin sa school tapos ganito lang dadating saamin nm jsnsnsjsj,1,0,0,1,Product Feedback. Unsatisfied with Product performance and unresponsive seller.,,,,,
304,medyo manipis pero comfy naman thanks din kay kuya delivery man kasi very considerate sya,1,0,0,1,Quality feedback related to product (material) and delivery interaction,,,,,
305,elegant supeeeeeeerrrrrrrrrr bango kahit isang spray mo lang amoy na amoy talaga ang bango long lasting din para siyang coton candy na parang basta ang bangoo,1,0,0,0,Sensory feedback on product,,,,,
306,worth it balot na balot kala ko walang laman hehehehe sobrang worth it bumili dito at sobrang bait ni seller kaya magiging suki na ako dito thank you so much,0,0,0,1,Service review for seller interaction.,,,,,
307,black ang ganda ng tela makapal at maganda ang quality thankyou seller,1,0,0,1,Feedback on the product's quality and material.,,,,,
308,good ang ganda nya at malaki pa sya kasya pa ang anak ku na 3years old dun sa loob  hehehehhe salamat shopee sa uulitin salamat din kay kuya rider  thank you,1,0,0,1,Size and appearance of product feedback with rider mention.,,,,,
309,orders received complete ok na rin kasi mura lng nman pero medyo manipis ang tela pero ok lng din mainit nman ang tela kahit medyo manipis thank you,1,0,1,0,Feedback on product material and price relation.,,,,,
310,ang ganda nito thank you po nagustuhan ng sister ko,1,0,0,0,Product feedback,,,,,
311,pa 2nd order ko na sa shop na to pero ndi ka tlga nito bibiguin ang gaganda tlga ng mga product nila promise ndi kayo magsisisi mejjo maliit lng size nila pero okay ang quality ng product nila kaya kayo nlng ang mag adjust sa sizes nyo sana makatulong yung,1,0,0,0,Product quality and feedback on sizes.,,,,,
312,super ganda po good quality gamit na gamit talaga namin siya para ky baby lalo na dito madalas ang brownout,1,0,0,0,product review,,,,,
313,maganda sana pero puro refund tong seller nato kulang yong e deliver nag rerefund naman pero tayong mga buyer uulit kanang mag order dahil sayang yong voucher na ni refund pangalawang order ko na dito pero paulit ulit nalang ganyan lage kulang,0,0,0,1,Service, mentions incomplete delivery and refund,,,,
314,parang basta basta nalang nilagay sa pouch yung mga items nasira tuloy yung foam nayupi hindi man lang tinupi ng maayos basta basta nalang nilagay pero the quality is nice naman yung packaging lang talaga grabe,1,1,0,0,Delivery - remarks condition of package.,,,,,
315,the nails are very pretty delivery is quite fast overall its a falcon,1,1,0,0,product and delivery feedback,,,,,
316,so nice sobrang ganda at maganda ang service na supplier,1,0,0,1,Good product, good service.,,,,
317,goods ung item love it sexy ko daw sabi ng asawa ko hahahahaha dati nkabili n ko ng gnito kaso dahil mejo pinagpala sa dib dib d ngkasha so happy kasi ngkasha skin mejo maliit lng ung foam sa dib dib pero pwede n,1,0,0,0,Product review, and fit.,,,,
318,not sure if the quality is good since i havent used it yet item has no box but its okay as long as it has no damage its a bit snaller than the original size malambot ung teka ng shoes kya d magkakapaltos cguro manipis nga lng ung shoe insole,1,0,0,0,Product feedback based on quality,,,,,
319,sobrang satisfied complete set maayos ang packaging hindi ko lang maupload ang video kase high resolution daw pero 100 sulit na sulit ang presyo sobra pa,0,1,1,0,Complete set - delivery; sulot na sulit ang presyo-Price.,,,,,
320,crocs it was too small for me dapat pala add 2 size ginawa ko the picture and video are not related kasi tinabi ko na,1,0,0,0,Feedback size.,,,,,
321,10 safe delivered after 7days  good packaging working  pictures not related i love it  sana mag tagal sya,1,1,0,0,positive feedback, product performance.,,,,
322,10 meters x 45 cm 45cm wide and 10m long selfadhesive peel and stick perfect for bathroom wall and sinks easy to attach no material needed waterproof pvc matte quality high quality polymeric pvc film hindi parang papel water proof non toxic dur,1,0,0,0,Detailed product description and review.,,,,,
323,bought these items second time at this shop quality is okay hindi siya ganun ka superb pero okay na din thumbs up for complete and right color of my orders,1,0,0,0,OK quality.,,,,,
324,no damage thank you seller nagustohan namin saka wala damage na deliverysa uulit pothank you,0,1,0,1,No Damage is delivery and thank you seller service.,,,,,
325,excellent maganda sya kaso mali size nabili ko ako yung mali will order nalang ulit maganda po kasiito talaga gusto ko bra walang bakal at presko na bra mura pa mabilis lang din dumating,1,1,1,0,maganda sya= Excellent; mura pa- affordable and mabilis lang din dumating= Delivery.,,,,,
326,super cute ang ganda ganda nya kasya lang maliit na bag madadala mo kahit saan ang bilis din ng shipping nakakatuwa na deliver agad ang item,1,1,0,0,Product attribute feedback - ang ganda and bilis ng shipping delivery.,,,,,
327,well packed at ang bilis ng delivery worth it ang price thank you so much seller sana tumagal to will order again salamat po,0,1,1,1,Fast delivery, worth the price and thanks seller.,,,,
328,its a quality and maganda sya at nag try agad ako thanks,1,0,0,0,Excellent is good feedback for product.,,,,,
329,ok naman xa mbilis lng malowbat at mahina volume ok nman xa malaki pero ung 64gb parang di totoo kac loading xa mbilis dn malowbat ag mahina sound pero ok narin for its price happy naman ung toddler ko,1,0,1,0,Ok sya malaki-  product size Mbilis lng malowbat - mabilis malobat and ok narin for its price = price.,,,,,
330,one of the best items i ordered here in shopee the item was great given the cheap price the delivery was fast too thank you vwey much seller,0,1,1,1,Delivery and Price feedback with seller appreciation.,,,,,
331,malambot sa paa perfect for duty khit matagalang tayuan tuh ok,1,0,0,0,Material feedback on product,,,,,
332,mabilis na ship at deliver bought this for my sister panget daw packaging pero buti di damaged yung item working naman and okay na for its price sana tumagal thank you,1,1,1,0,Delivered product and its worth the price.,,,,,
333,thank you ganda ng quality,1,0,0,0,Thank you quality.,,,,,
334,sorry for late rating di ko na na pic kasi kinuha na nung nag pa bili kasi kailangan na niya worth it naman yung product hope soon makabili ulit,1,0,0,0,product feedback,,,,,
335,good complete ang nakarating sakin yung mascara hindi nga lang nakakalift ng eyelashes di naman ako nag expect ng good quality sa murang halaga haha ttry ko pa lang yung iba soon,1,0,1,0,Good and mura.,,,,,
336,shipped immediately and well packed may bag din na kasama maganda yung quality and seems sturdy maganda pang camping or for outdoor chair worth it din sa price nya,1,1,1,0,Quality for price and shipped well,,,,,
337,ang cute lahat kasya sa baby ko sulit ang price kesa bibili ka sa mall na pagka mahal mahal thank you seller pwede sya pang alis ni baby,1,0,1,1,Price and service related to product.,,,,,
338,still building my shit hahahahah salamat shopee,0,0,0,0,No aspect.,,,,,
339,excellent qualityi love so much this item and napaka presko nya pag sinuot love it thank you so much will order again,1,0,0,0,Excellent product,,,,,
340,ligth violet ung pink ok na sana kaso ung pink hindi pinklight violetska walang bubble wrap man lngas in inilagay lng sa pouch,0,1,0,0,No bubble wrap- Delivery.,,,,,
341,salamat mabilis dumating maayos ang packing at lahat ng items ok naman nagustohan ko thank you ky seller shoppe at rider oorder uli ako s store nyo nxt time,0,1,0,1,Delivery is quick and okay and the product is delivered properly.,,,,,
342,recieve item ang gandakaso may yupi napero om lng kac gumana nmn pothank you shoppeethank you seller,1,1,0,1,Product - ang ganda kaso may yupi ; thank you-seller.,,,,,
343,aesthetic looks and quality sound though ordered from overseas it was shipped fast and all in good condition mas mabilis nga lang syang malowbat compared dun sa unang model na napurchase namin thanks seller,1,1,0,0,Aesthetic is product quality; shipped fast;,,,,,
344,good comfortable to wear tho a bit small for me kaya pag bibili kayo one size bigger kc maliit ang size nila anyway sulit sya for its price at mukhang matibay nmanthanks seller for speedy deliverywill order again soon,1,1,1,1,Product size and comfort are good and worth the price and thank you seller speedy delivery,,,,,
345,rubber ang pretty niya sa personal but it looks more of a house slipper rather than pang gala pero maganda talaga hahaha,1,0,0,0,Product review,,,,,
346,mura fast delivery free shipping and bet na bet ng hubby ko yung tela nya although cheap  mura lang din naman kasi talaga presko suotin bet much ng husband ko thank you seller salamat shoppee,1,1,1,0,Fast Delivery and Presko suotin- Product is Affordable or Mura.,,,,,
347,as of now ang ganda ng quality niya and nd halatang rubber lang sya kapag nasuot na  i love it sama hindi madaling masira haha,1,0,0,0,As of now maganda ang quality.,,,,,
348,maganda po yung quality ng shoes and well packaged po sya bilis din ng pag dating,1,1,0,0,Quality of shoes - maganda po Bilis din ng pag dating - Fast shipping.,,,,,
349,nice perfect para sakin na mahilig na inom nang tubig thanks seller,1,0,0,0,Product is nice -maganda.,,,,,
350,sobrang gandaaaaaaaaa di ko na kailangan bumuli ng aquaflask huhu ang mahal mahal nun eh atleast eto mura halos same quality lang naman sila eh thank you dahil meron kayo nito nakatipid pa ako ng very light very light kasi nabudol ako thank you so much talaga dasurv ko,1,0,1,0,Super ganda is quality and mahal mahal is price related terms.,,,,,
351,okay po siya medyo iba lang ang amoy nung binuksan ko mismo yung payong kaya bilabhan ko muna siya pero overall sulit na sulit sa price niya matibay at malaki siya medyo mabigat nga lang hehe thank you seller thank you shopee and specially kay kuya rider na suki,1,0,1,1,Product- overall sulit na sulit sa price;thank you- seller.,,,,,
352,tinatamad ako tumayo basta maganda bili ulit ako gray neto naghihimulmol lang sya after ilang washes as expected since cotton nga ang tela large to pero parang di padin baggy try ko xl next time,1,0,0,0,Product good.,,,,,
353,perfect lang sya sa kamay ko di masyadong malaki for small na ferson like me hahahaq super good quality yet ang mura or cheap ng presyo lakas maka water ferson  i love it mag order ako next time yung purple naman,1,0,1,0,product- good quality mura.,,,,,
354,maganda ang unit slick design bagay na bagay sa gray namin na tiles thank you seller hope magtagal yung unit sa uulitin para sa isang cr,1,0,0,0,Good product,,,,,
355,good mejo malaki tong nakuha ko kasi ung last time maliliit tlga kasya sa pinky finger ko hehe pero ok lng po complete nmn orders ko e thanks seller,1,0,0,1,product size and good,,,,,
356,good acckkk finally i got my dream shoes huhuhuhu sobrang ganda at very comfy sooton as what you see is what you get you need to add one size lang para insakto sa paa it looks like mamahalin sa murang halaga lakas maka shala thankyousomuch seller kudos to your,1,0,1,1,product quality, affordable,,,,
357,maganda sya thanks seller,1,0,0,0,Good product.,,,,,
358,manipis po manipis lang ung medias  pero oky nmn kc sa price n mura lang thank u seller thank u kuya rider thank u thank u,1,0,1,1,Mura lang sya - its cheap in price point.,,,,,
359,sana gumana ok lang naman itsura pero diko nasubukan chinarge ko muna medyo matagal delivery pero sana worth it siy,1,1,0,0,matagal delivery.,,,,,
360,maayoss maganda guys bili na kayoo para no regrets haha,1,0,0,0,Good item.,,,,,
